Humedal,Comuna,Cuenca,Percentil_empirico,Acumulado_corregido_mm,Anomalia_pct,Susceptibilidad_inundacion,Amenaza_inundacion,Clase_amenaza,Retencion_suelo,Fuente_suelo
Sin información,San Esteban,Rio Aconcagua,81.2,108.7,94.7,0.385,0.24,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,108.7,94.7,0.501,0.313,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,104.1,86.5,0.416,0.26,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,108.7,94.7,0.506,0.316,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,104.1,86.5,0.319,0.199,Muy Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,108.7,94.7,0.421,0.263,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,104.1,86.5,0.551,0.344,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,104.1,86.5,0.565,0.352,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,104.1,86.5,0.378,0.236,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,108.7,94.7,0.384,0.239,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,108.7,94.7,0.376,0.235,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,108.7,94.7,0.333,0.208,Muy Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,108.7,94.7,0.315,0.197,Muy Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,108.7,94.7,0.422,0.263,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,104.1,86.5,0.43,0.269,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,108.7,94.7,0.616,0.384,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,108.7,94.7,0.415,0.259,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,104.1,86.5,0.616,0.385,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,104.1,86.5,0.615,0.384,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,104.1,86.5,0.51,0.318,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,108.7,94.7,0.421,0.263,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,108.7,94.7,0.55,0.343,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,108.7,94.7,0.44,0.274,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,108.7,94.7,0.415,0.259,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,108.7,94.7,0.331,0.207,Muy Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,108.7,94.7,0.575,0.359,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,108.7,94.7,0.401,0.25,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,108.7,94.7,0.379,0.237,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,108.7,94.7,0.398,0.248,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,108.7,94.7,0.492,0.307,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,108.7,94.7,0.405,0.253,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,108.7,94.7,0.392,0.244,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,108.7,94.7,0.59,0.368,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,108.7,94.7,0.39,0.243,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,108.7,94.7,0.409,0.255,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,108.7,94.7,0.414,0.258,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,108.7,94.7,0.48,0.299,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,108.7,94.7,0.42,0.262,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,108.7,94.7,0.518,0.323,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,108.7,94.7,0.43,0.269,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,104.1,86.5,0.37,0.231,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,108.7,94.7,0.388,0.242,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,104.1,86.5,0.417,0.26,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,104.1,86.5,0.58,0.362,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,108.7,94.7,0.464,0.29,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,104.1,86.5,0.325,0.203,Muy Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,108.7,94.7,0.534,0.334,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,108.7,94.7,0.398,0.248,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,104.1,86.5,0.656,0.409,Muy Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,108.7,94.7,0.385,0.24,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,104.1,86.5,0.424,0.264,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.531,0.332,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,84.4,124.5,123.0,0.477,0.328,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.424,0.265,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.453,0.283,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.527,0.329,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.377,0.235,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.389,0.243,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.407,0.254,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,84.4,124.5,123.0,0.493,0.339,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,84.4,124.5,123.0,0.395,0.272,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.465,0.29,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.417,0.26,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.426,0.266,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.421,0.263,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,84.4,124.5,123.0,0.452,0.311,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,84.4,124.5,123.0,0.392,0.27,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.408,0.255,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.358,0.223,Muy Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.508,0.317,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,84.4,124.5,123.0,0.403,0.277,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.505,0.315,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.522,0.325,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,84.4,124.5,123.0,0.475,0.327,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,84.4,124.5,123.0,0.434,0.298,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.551,0.344,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.459,0.286,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.482,0.3,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.46,0.287,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.326,0.204,Muy Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.477,0.298,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,84.4,124.5,123.0,0.405,0.279,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.348,0.217,Muy Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,84.4,124.5,123.0,0.42,0.289,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,84.4,124.5,123.0,0.439,0.302,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.326,0.203,Muy Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,84.4,124.5,123.0,0.419,0.288,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.311,0.194,Muy Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,84.4,124.5,123.0,0.456,0.313,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.375,0.234,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.409,0.255,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.306,0.191,Muy Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.393,0.245,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.474,0.295,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.427,0.267,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.442,0.276,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.404,0.252,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,84.4,124.5,123.0,0.451,0.31,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,84.4,124.5,123.0,0.393,0.27,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.554,0.346,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.633,0.395,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.39,0.243,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,84.4,124.5,123.0,0.44,0.303,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.475,0.296,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.454,0.284,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.548,0.342,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.42,0.262,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.406,0.253,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.402,0.251,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.39,0.244,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.483,0.301,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.375,0.234,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,84.4,124.5,123.0,0.428,0.295,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.41,0.256,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.459,0.286,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.52,0.324,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.488,0.304,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,84.4,124.5,123.0,0.455,0.313,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.458,0.285,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.571,0.356,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.522,0.326,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.54,0.337,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,84.4,124.5,123.0,0.356,0.245,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.472,0.294,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.421,0.263,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.399,0.249,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.554,0.346,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.459,0.286,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,84.4,124.5,123.0,0.512,0.352,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,84.4,124.5,123.0,0.44,0.303,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,84.4,124.5,123.0,0.29,0.2,Muy Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.408,0.306,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.477,0.357,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.456,0.342,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.435,0.326,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.464,0.348,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.389,0.292,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.369,0.277,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.365,0.274,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.431,0.323,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,124.5,138.1,0.427,0.32,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.389,0.292,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.412,0.309,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.484,0.363,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.43,0.322,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,124.5,138.1,0.445,0.334,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,124.5,138.1,0.502,0.377,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.452,0.339,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.405,0.304,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.458,0.344,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.615,0.461,Muy Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.484,0.363,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,124.5,138.1,0.443,0.332,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.608,0.456,Muy Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.589,0.442,Muy Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,124.5,138.1,0.389,0.292,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,124.5,138.1,0.397,0.298,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.454,0.34,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,124.5,138.1,0.62,0.465,Muy Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.488,0.366,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,124.5,138.1,0.443,0.332,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.476,0.357,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.426,0.32,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.383,0.287,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.378,0.284,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.363,0.272,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.32,0.24,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,124.5,138.1,0.514,0.385,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.512,0.384,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.403,0.302,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.404,0.303,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.426,0.32,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.396,0.297,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.398,0.298,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.44,0.33,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.418,0.314,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.388,0.291,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.423,0.317,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.49,0.367,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.581,0.436,Muy Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,124.5,138.1,0.466,0.35,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.386,0.289,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.475,0.356,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.43,0.322,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.524,0.393,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.492,0.369,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.441,0.331,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,128.1,145.0,0.402,0.302,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,128.1,145.0,0.414,0.31,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,128.1,145.0,0.395,0.296,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,128.1,145.0,0.499,0.374,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,128.1,145.0,0.488,0.366,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,128.1,145.0,0.397,0.298,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,128.1,145.0,0.451,0.338,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,128.1,145.0,0.467,0.35,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,128.1,145.0,0.457,0.343,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,128.1,145.0,0.615,0.461,Muy Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,128.1,145.0,0.439,0.329,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,128.1,145.0,0.472,0.354,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,128.1,145.0,0.477,0.358,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,128.1,145.0,0.615,0.461,Muy Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,128.1,145.0,0.429,0.322,Moderada,0.461,FAO
Sin información,Putaendo,Rio Aconcagua,87.5,128.1,145.0,0.457,0.343,Alta,0.461,FAO
Sin información,Putaendo,Rio Aconcagua,87.5,128.1,145.0,0.546,0.41,Muy Alta,0.461,FAO
Sin información,Putaendo,Rio Aconcagua,87.5,128.1,145.0,0.457,0.343,Alta,0.461,FAO
Sin información,Putaendo,Rio Aconcagua,87.5,128.1,145.0,0.633,0.475,Muy Alta,0.461,FAO
Sin información,Putaendo,Rio Aconcagua,87.5,128.1,145.0,0.404,0.303,Moderada,0.461,FAO
Sin información,Putaendo,Rio Aconcagua,87.5,138.0,163.9,0.615,0.461,Muy Alta,0.461,FAO
Sin información,Putaendo,Rio Aconcagua,87.5,138.0,163.9,0.431,0.323,Moderada,0.461,FAO
Sin información,Putaendo,Rio Aconcagua,87.5,138.0,163.9,0.479,0.359,Alta,0.461,FAO
Sin información,Putaendo,Rio Aconcagua,87.5,138.0,163.9,0.457,0.343,Alta,0.461,FAO
Sin información,Putaendo,Rio Aconcagua,87.5,138.0,163.9,0.48,0.36,Alta,0.461,FAO
Sin información,Putaendo,Rio Aconcagua,87.5,138.0,163.9,0.488,0.366,Alta,0.461,FAO
Sin información,Putaendo,Rio Aconcagua,87.5,138.0,163.9,0.389,0.292,Moderada,0.461,FAO
Sin información,Putaendo,Rio Aconcagua,87.5,138.0,163.9,0.517,0.388,Alta,0.461,FAO
Sin información,Putaendo,Rio Aconcagua,87.5,138.0,163.9,0.483,0.362,Alta,0.461,FAO
Sin información,Putaendo,Rio Aconcagua,87.5,138.0,163.9,0.424,0.318,Moderada,0.461,FAO
Sin información,Putaendo,Rio Aconcagua,87.5,138.0,163.9,0.449,0.337,Alta,0.461,FAO
Sin información,Putaendo,Rio Aconcagua,87.5,138.0,163.9,0.564,0.423,Muy Alta,0.461,FAO
Sin información,Putaendo,Rio Aconcagua,87.5,138.0,163.9,0.412,0.309,Moderada,0.461,FAO
Sin información,Putaendo,Rio Aconcagua,87.5,138.0,163.9,0.412,0.309,Moderada,0.461,FAO
Sin información,Putaendo,Rio Aconcagua,87.5,138.0,163.9,0.398,0.299,Moderada,0.461,FAO
Sin información,Putaendo,Rio Aconcagua,87.5,138.0,163.9,0.389,0.292,Moderada,0.461,FAO
Sin información,Putaendo,Rio Aconcagua,87.5,138.0,163.9,0.413,0.31,Moderada,0.461,FAO
Sin información,Putaendo,Rio Aconcagua,87.5,138.6,184.1,0.41,0.308,Moderada,0.461,FAO
Sin información,Putaendo,Rio Aconcagua,87.5,138.6,184.1,0.518,0.389,Alta,0.461,FAO
Sin información,Putaendo,Rio Aconcagua,87.5,138.6,184.1,0.493,0.37,Alta,0.461,FAO
Sin información,Putaendo,Rio Aconcagua,87.5,138.6,184.1,0.42,0.315,Moderada,0.461,FAO
Sin información,Putaendo,Rio Aconcagua,87.5,138.6,184.1,0.615,0.461,Muy Alta,0.461,FAO
Sin información,Putaendo,Rio Aconcagua,87.5,138.6,184.1,0.453,0.34,Alta,0.461,FAO
Sin información,Putaendo,Rio Aconcagua,87.5,138.6,184.1,0.428,0.321,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.383,0.192,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.568,0.284,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.592,0.296,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.484,0.242,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.424,0.212,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.49,0.245,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.445,0.222,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.8,0.4,Muy Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.416,0.208,Muy Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,65.6,68.1,22.0,0.458,0.143,Muy Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,84.4,124.5,123.0,0.398,0.274,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,124.5,138.1,0.478,0.359,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,124.5,138.1,0.615,0.461,Muy Alta,0.461,FAO
Sin información,Putaendo,Rio Aconcagua,87.5,138.0,163.9,0.452,0.339,Alta,0.461,FAO
Sin información,Putaendo,Rio Aconcagua,87.5,138.6,184.1,0.346,0.259,Baja,0.461,FAO
Sin información,Putaendo,Rio Aconcagua,87.5,138.6,184.1,0.413,0.31,Moderada,0.461,FAO
Sin información,Putaendo,Rio Aconcagua,87.5,138.6,184.1,0.4,0.3,Moderada,0.461,FAO
Sin información,Putaendo,Rio Aconcagua,87.5,138.6,184.1,0.477,0.358,Alta,0.461,FAO
Sin información,Limache,Rio Aconcagua,93.8,134.4,247.8,0.538,0.472,Muy Alta,0.483,CIREN
Sin información,Villa Alemana,Rio Aconcagua,93.8,124.2,221.4,0.592,0.519,Muy Alta,0.369,CIREN
Sin información,Limache,Rio Aconcagua,93.8,134.4,247.8,0.408,0.358,Alta,0.295,CIREN
Sin información,Limache,Rio Aconcagua,93.8,124.2,221.4,0.459,0.402,Muy Alta,0.345,CIREN
Estero Pelumpen y Granizo,Limache,Rio Aconcagua,93.8,124.2,221.4,0.619,0.542,Muy Alta,1.0,CIREN
Sin información,Quillota,Rio Aconcagua,93.8,149.8,287.7,0.411,0.36,Alta,0.442,CIREN
Sin información,Quintero,Costeras Ligua-Aconcagua,87.5,67.5,94.5,0.731,0.548,Muy Alta,1.0,CIREN
Sin información,Quillota,Rio Aconcagua,93.8,149.8,287.7,0.544,0.477,Muy Alta,1.0,CIREN
Estero Mantagua,Quintero,Costeras Ligua-Aconcagua,87.5,67.5,94.5,0.786,0.589,Muy Alta,1.0,CIREN
