Humedal,Comuna,Cuenca,Percentil_empirico,Acumulado_corregido_mm,Anomalia_pct,Susceptibilidad_inundacion,Amenaza_inundacion,Clase_amenaza,Retencion_suelo,Fuente_suelo
Estero La Cigüeña,Cartagena,Costeras entre Aconcagua y Maipo,81.2,64.5,58.3,0.345,0.215,Muy Baja,0.0,FAO
Estero La Cigüeña,Cartagena,Costeras entre Aconcagua y Maipo,81.2,59.5,46.0,0.356,0.222,Muy Baja,0.0,FAO
Estero La Cigüeña,El Tabo,Costeras entre Aconcagua y Maipo,81.2,64.5,58.3,0.5,0.312,Moderada,0.4,CIREN
Estero La Cigüeña,El Tabo,Costeras entre Aconcagua y Maipo,81.2,64.5,58.3,0.297,0.185,Muy Baja,0.0,CIREN
Estero La Cigüeña,El Tabo,Costeras entre Aconcagua y Maipo,81.2,59.5,46.0,0.5,0.312,Moderada,0.0,FAO
Quebrada Los Hualpes,Casablanca,Costeras entre Aconcagua y Maipo,87.5,101.3,148.6,0.391,0.293,Moderada,0.228,CIREN
Estero Las Tablas,Valparaíso,Costeras entre Aconcagua y Maipo,93.8,142.3,267.4,0.687,0.602,Muy Alta,0.229,CIREN
Estero del Sauce,Valparaíso,Costeras entre Aconcagua y Maipo,93.8,133.4,262.6,0.416,0.365,Alta,0.329,CIREN
Estero Mantagua,Quintero,Costeras Ligua-Aconcagua,87.5,67.5,94.5,0.762,0.572,Muy Alta,1.0,CIREN
Estero Los Molles,La Ligua,Costeras Quilimari-Petorca,90.6,92.4,258.0,0.383,0.311,Moderada,0.236,FAO
Estero El Pangal,La Ligua,Costeras Quilimari-Petorca,90.6,97.7,278.5,0.426,0.346,Alta,0.236,FAO
Humedal Pichicuy,La Ligua,Costeras Quilimari-Petorca,90.6,97.7,278.5,0.559,0.454,Muy Alta,0.236,FAO
Rio Petorca- Rio La Ligua,La Ligua,Rio Petorca,87.5,96.9,211.7,0.53,0.397,Alta,0.0,CIREN
Rio Petorca- Rio La Ligua,Papudo,Rio Petorca,87.5,96.9,211.7,0.462,0.346,Alta,0.0,CIREN
Rio Petorca- Rio La Ligua,Papudo,Rio Ligua,87.5,96.9,211.7,0.506,0.379,Alta,0.321,CIREN
Rio Petorca- Rio La Ligua,Papudo,Costeras Ligua-Aconcagua,87.5,96.9,211.7,0.422,0.317,Moderada,0.236,FAO
Humedal Pichicuy,La Ligua,Costeras Quilimari-Petorca,90.6,97.7,278.5,0.422,0.343,Alta,0.236,FAO
Sist. Rio Maipo y Estero El Sauce,San Antonio,Rio Maipo,78.1,58.3,39.2,0.488,0.274,Baja,0.717,FAO
Sist. Rio Maipo y Estero El Sauce,San Antonio,Rio Maipo,78.1,58.3,39.2,0.512,0.287,Moderada,0.553,FAO
Sist. Rio Maipo y Estero El Sauce,Santo Domingo,Rio Maipo,78.1,58.3,39.2,0.548,0.308,Moderada,0.6,CIREN
Sist. Rio Maipo y Estero El Sauce,Santo Domingo,Rio Maipo,78.1,58.3,39.2,0.729,0.41,Muy Alta,0.553,FAO
Des. Rio Maipo,Santo Domingo,Rio Maipo,78.1,58.3,39.2,0.364,0.205,Muy Baja,0.4,CIREN
Quebrada Cruz de Piedra,Papudo,Costeras Ligua-Aconcagua,87.5,96.9,211.7,0.476,0.357,Alta,0.2,CIREN
Des.Estero Mantagua,Quintero,Costeras Ligua-Aconcagua,87.5,67.5,94.5,0.57,0.428,Muy Alta,1.0,CIREN
Laguna de Llolleo,San Antonio,Rio Maipo,78.1,58.3,39.2,0.227,0.127,Muy Baja,0.0,CIREN
Laguna de Llolleo,San Antonio,Rio Maipo,78.1,58.3,39.2,0.22,0.124,Muy Baja,0.0,CIREN
Des.Estero Mantagua,Quintero,Costeras Ligua-Aconcagua,87.5,67.5,94.5,0.37,0.277,Baja,0.0,CIREN
Playa El Abanico,Puchuncaví,Costeras Ligua-Aconcagua,87.5,92.9,167.6,0.347,0.26,Baja,0.236,FAO
Quebrada Las Petras,Algarrobo,Costeras entre Aconcagua y Maipo,81.2,71.6,75.7,0.518,0.324,Moderada,0.717,FAO
El Canelillo,Algarrobo,Costeras entre Aconcagua y Maipo,81.2,71.6,75.7,0.396,0.247,Baja,0.717,FAO
Playa Sector nautico,Algarrobo,Costeras entre Aconcagua y Maipo,81.2,71.6,75.7,0.452,0.282,Baja,0.717,FAO
Estero San Juan,San Antonio,Rio Maipo,78.1,58.3,39.2,0.717,0.403,Muy Alta,0.553,FAO
H. Estuario Los Molles,La Ligua,Costeras Quilimari-Petorca,90.6,92.4,258.0,0.534,0.434,Muy Alta,0.236,FAO
H. Estuario Los Molles,La Ligua,Costeras Quilimari-Petorca,90.6,92.4,258.0,0.558,0.453,Muy Alta,0.236,FAO
Sector Quintay N°1,Casablanca,Costeras entre Aconcagua y Maipo,93.8,127.2,228.4,0.394,0.345,Alta,0.071,CIREN
Estero El Membrillo,Algarrobo,Costeras entre Aconcagua y Maipo,81.2,71.6,75.7,0.523,0.326,Moderada,0.717,FAO
Sector Playa Cachagua,Zapallar,Costeras Ligua-Aconcagua,87.5,95.6,207.6,0.544,0.408,Muy Alta,0.0,CIREN
Humedal Sector Las Gaviotas,Quintero,Costeras Ligua-Aconcagua,87.5,67.5,94.5,0.612,0.459,Muy Alta,0.545,CIREN
Humedal Sector Las Gaviotas,Quintero,Rio Aconcagua,87.5,67.5,94.5,0.479,0.359,Alta,0.545,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,87.5,79.2,104.5,0.501,0.376,Alta,0.55,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,90.6,115.1,182.5,0.722,0.586,Muy Alta,0.717,FAO
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,90.6,115.1,182.5,0.774,0.628,Muy Alta,0.717,FAO
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,90.6,108.4,179.9,0.658,0.534,Muy Alta,0.717,FAO
Sin información,Quilpué,Costeras entre Aconcagua y Maipo,90.6,119.8,194.0,0.516,0.419,Muy Alta,0.717,FAO
Sin información,Quilpué,Costeras entre Aconcagua y Maipo,93.8,136.1,251.4,0.411,0.36,Alta,0.55,CIREN
Sin información,Valparaíso,Costeras entre Aconcagua y Maipo,93.8,133.4,262.6,0.442,0.388,Alta,0.55,CIREN
Sin información,Quilpué,Costeras entre Aconcagua y Maipo,93.8,128.5,249.2,0.413,0.362,Alta,0.55,CIREN
Sin información,Quilpué,Costeras entre Aconcagua y Maipo,93.8,125.7,225.3,0.514,0.45,Muy Alta,0.55,CIREN
Sin información,Quilpué,Costeras entre Aconcagua y Maipo,93.8,128.5,249.2,0.394,0.345,Alta,0.55,CIREN
Sin información,Villa Alemana,Costeras entre Aconcagua y Maipo,93.8,125.7,225.3,0.496,0.434,Muy Alta,0.55,CIREN
Sin información,Villa Alemana,Costeras entre Aconcagua y Maipo,93.8,125.7,225.3,0.383,0.336,Alta,0.229,CIREN
Sin información,Villa Alemana,Costeras entre Aconcagua y Maipo,93.8,125.7,225.3,0.367,0.321,Moderada,0.229,CIREN
Embalse Poza Azul,Quilpué,Costeras entre Aconcagua y Maipo,93.8,128.5,249.2,0.549,0.481,Muy Alta,0.717,FAO
Sin información,Quilpué,Costeras entre Aconcagua y Maipo,93.8,128.5,249.2,0.891,0.781,Muy Alta,0.717,FAO
Sin información,Villa Alemana,Rio Aconcagua,93.8,124.2,221.4,0.534,0.468,Muy Alta,0.717,FAO
Sin información,Limache,Rio Aconcagua,93.8,124.2,221.4,0.317,0.278,Baja,0.55,CIREN
Sin información,Limache,Rio Aconcagua,93.8,149.8,287.7,0.549,0.481,Muy Alta,0.717,FAO
Sin información,Limache,Rio Aconcagua,93.8,133.0,261.5,0.744,0.652,Muy Alta,0.55,CIREN
Sin información,Concón,Rio Aconcagua,93.8,126.4,243.5,0.56,0.491,Muy Alta,0.55,CIREN
Sin información,Concón,Rio Aconcagua,93.8,126.4,243.5,0.594,0.52,Muy Alta,0.55,CIREN
Sin información,Concón,Rio Aconcagua,93.8,126.4,243.5,0.589,0.516,Muy Alta,0.55,CIREN
Sin información,Nogales,Rio Aconcagua,90.6,118.0,226.1,0.32,0.26,Baja,0.717,FAO
Sin información,Nogales,Rio Aconcagua,87.5,111.1,207.1,0.536,0.402,Muy Alta,0.55,CIREN
Sin información,Zapallar,Costeras Ligua-Aconcagua,87.5,111.1,207.1,0.839,0.629,Muy Alta,0.717,FAO
Sin información,Santo Domingo,Rio Rapel,75.0,71.9,45.7,0.622,0.311,Moderada,0.717,FAO
Sin información,Santo Domingo,Rio Rapel,65.6,60.5,22.6,0.459,0.143,Muy Baja,0.717,FAO
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,65.6,60.5,22.6,0.779,0.243,Baja,0.483,CIREN
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,75.0,71.9,45.7,0.535,0.268,Baja,0.717,FAO
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,65.6,60.5,22.6,0.404,0.126,Muy Baja,0.35,CIREN
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,65.6,60.5,22.6,0.621,0.194,Muy Baja,0.483,CIREN
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,65.6,60.5,22.6,0.344,0.107,Muy Baja,0.483,CIREN
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,65.6,60.5,22.6,0.448,0.14,Muy Baja,0.483,CIREN
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,65.6,60.5,22.6,0.406,0.127,Muy Baja,0.35,CIREN
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,65.6,60.5,22.6,0.36,0.112,Muy Baja,0.483,CIREN
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,65.6,60.5,22.6,0.363,0.113,Muy Baja,0.4,CIREN
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,65.6,60.5,22.6,0.228,0.071,Muy Baja,0.4,CIREN
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,81.2,64.9,50.6,0.488,0.304,Moderada,0.55,CIREN
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,81.2,64.9,50.6,0.497,0.31,Moderada,0.717,FAO
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,81.2,64.9,50.6,0.501,0.313,Moderada,0.6,CIREN
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,81.2,64.9,50.6,0.65,0.406,Muy Alta,0.6,CIREN
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,81.2,64.9,50.6,0.584,0.364,Alta,0.6,CIREN
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,81.2,64.9,50.6,0.627,0.391,Alta,0.6,CIREN
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,81.2,64.9,50.6,0.66,0.412,Muy Alta,0.6,CIREN
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,81.2,64.9,50.6,0.593,0.37,Alta,0.6,CIREN
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,81.2,64.9,50.6,0.749,0.468,Muy Alta,0.6,CIREN
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,81.2,64.9,50.6,0.712,0.445,Muy Alta,0.6,CIREN
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,81.2,64.9,50.6,0.436,0.272,Baja,0.6,CIREN
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,81.2,64.9,50.6,0.65,0.406,Muy Alta,0.6,CIREN
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,81.2,64.9,50.6,0.666,0.416,Muy Alta,1.0,CIREN
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,81.2,64.9,50.6,0.44,0.275,Baja,0.6,CIREN
Sin información,San Antonio,Rio Maipo,81.2,64.7,54.5,0.346,0.216,Muy Baja,0.364,CIREN
Sin información,San Antonio,Rio Maipo,81.2,64.7,54.5,0.285,0.178,Muy Baja,0.364,CIREN
Sin información,San Antonio,Rio Maipo,81.2,63.5,51.6,0.288,0.18,Muy Baja,0.379,CIREN
Sin información,San Antonio,Rio Maipo,81.2,63.5,51.6,0.356,0.222,Muy Baja,0.379,CIREN
Sin información,San Antonio,Rio Maipo,81.2,64.7,54.5,0.457,0.285,Baja,0.55,CIREN
Sin información,San Antonio,Rio Maipo,81.2,64.7,54.5,0.48,0.3,Moderada,0.55,CIREN
Sin información,San Antonio,Rio Maipo,81.2,64.7,54.5,0.407,0.254,Baja,0.55,CIREN
Sin información,San Antonio,Rio Maipo,81.2,64.7,54.5,0.389,0.243,Baja,0.55,CIREN
Sin información,San Antonio,Rio Maipo,81.2,64.7,54.5,0.47,0.293,Moderada,0.55,CIREN
Sin información,San Antonio,Rio Maipo,81.2,64.7,54.5,0.364,0.227,Muy Baja,0.55,CIREN
Sin información,San Antonio,Rio Maipo,81.2,64.7,54.5,0.442,0.276,Baja,0.55,CIREN
Sin información,San Antonio,Rio Maipo,81.2,63.5,51.6,0.638,0.398,Alta,0.55,CIREN
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,81.2,63.5,51.6,0.457,0.285,Baja,0.6,CIREN
Sin información,San Antonio,Rio Maipo,81.2,64.7,54.5,0.374,0.234,Baja,0.55,CIREN
Sin información,San Antonio,Rio Maipo,81.2,64.7,54.5,0.431,0.269,Baja,0.55,CIREN
Sin información,San Antonio,Rio Maipo,81.2,64.7,54.5,0.494,0.308,Moderada,0.55,CIREN
Sin información,San Antonio,Rio Maipo,81.2,64.7,54.5,0.697,0.435,Muy Alta,0.55,CIREN
Sin información,San Antonio,Rio Maipo,81.2,63.5,51.6,0.59,0.368,Alta,0.55,CIREN
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,75.0,61.3,42.3,0.305,0.152,Muy Baja,0.0,CIREN
Sin información,San Antonio,Rio Maipo,81.2,63.5,51.6,0.645,0.402,Muy Alta,0.55,CIREN
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,75.0,61.3,42.3,0.16,0.08,Muy Baja,0.271,CIREN
Sin información,San Antonio,Rio Maipo,78.1,58.3,39.2,0.434,0.244,Baja,0.55,CIREN
Sin información,San Antonio,Rio Maipo,81.2,64.6,54.2,0.822,0.513,Muy Alta,0.717,FAO
Sin información,San Antonio,Rio Maipo,81.2,64.6,54.2,0.548,0.342,Alta,0.229,CIREN
Sin información,San Antonio,Rio Maipo,81.2,64.6,54.2,0.557,0.348,Alta,0.229,CIREN
Sin información,San Antonio,Rio Maipo,78.1,58.3,39.2,0.401,0.225,Muy Baja,0.379,CIREN
Sin información,San Antonio,Rio Maipo,78.1,58.3,39.2,0.659,0.37,Alta,0.379,CIREN
Humedal Sector Qda. Los Alamos,San Antonio,Rio Maipo,78.1,58.3,39.2,0.832,0.468,Muy Alta,0.329,CIREN
Humedal Sector Industrial,San Antonio,Rio Maipo,81.2,64.5,58.3,0.41,0.256,Baja,0.379,CIREN
Sin información,El Tabo,Costeras entre Aconcagua y Maipo,81.2,64.5,58.3,0.41,0.256,Baja,0.379,CIREN
Sin información,Cartagena,Costeras entre Aconcagua y Maipo,84.4,75.2,84.5,0.462,0.318,Moderada,0.55,CIREN
Sin información,Cartagena,Costeras entre Aconcagua y Maipo,84.4,75.2,84.5,0.422,0.29,Moderada,0.55,CIREN
Sin información,Cartagena,Costeras entre Aconcagua y Maipo,84.4,75.2,84.5,0.383,0.264,Baja,0.229,CIREN
Sin información,Cartagena,Costeras entre Aconcagua y Maipo,84.4,75.2,84.5,0.436,0.3,Moderada,0.229,CIREN
Sin información,Cartagena,Costeras entre Aconcagua y Maipo,84.4,75.2,84.5,0.387,0.266,Baja,0.229,CIREN
Sin información,Cartagena,Costeras entre Aconcagua y Maipo,84.4,75.2,84.5,0.381,0.262,Baja,0.229,CIREN
Sin información,El Tabo,Costeras entre Aconcagua y Maipo,81.2,62.4,53.1,0.394,0.246,Baja,0.379,CIREN
Sin información,El Tabo,Costeras entre Aconcagua y Maipo,81.2,62.4,53.1,0.436,0.272,Baja,0.379,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,81.2,59.5,46.0,0.595,0.371,Alta,0.379,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,81.2,62.4,53.1,0.71,0.443,Muy Alta,0.717,FAO
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,81.2,59.5,46.0,0.458,0.285,Baja,0.379,CIREN
Sin información,El Quisco,Costeras entre Aconcagua y Maipo,81.2,59.5,46.0,0.404,0.252,Baja,0.379,CIREN
Sin información,El Quisco,Costeras entre Aconcagua y Maipo,81.2,59.5,46.0,0.63,0.393,Alta,0.379,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,81.2,59.5,46.0,0.403,0.251,Baja,0.379,CIREN
Sector Punta de Tralca N°3,El Quisco,Costeras entre Aconcagua y Maipo,81.2,59.5,46.0,0.286,0.178,Muy Baja,0.379,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,81.2,59.5,46.0,0.62,0.387,Alta,0.379,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,81.2,62.4,53.1,0.502,0.313,Moderada,0.717,FAO
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,81.2,62.4,53.1,0.535,0.334,Alta,0.717,FAO
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,87.5,79.2,104.5,0.402,0.302,Moderada,0.379,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,87.5,94.8,144.8,0.494,0.37,Alta,0.55,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,87.5,94.8,144.8,0.524,0.393,Alta,0.55,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,87.5,94.8,144.8,0.656,0.492,Muy Alta,0.55,CIREN
Sin información,Algarrobo,Costeras entre Aconcagua y Maipo,87.5,79.2,104.5,0.433,0.325,Moderada,0.379,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,87.5,94.8,144.8,0.652,0.489,Muy Alta,0.55,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,87.5,94.8,144.8,0.527,0.395,Alta,0.329,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,87.5,94.8,144.8,0.381,0.286,Baja,0.329,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,87.5,94.8,144.8,0.578,0.434,Muy Alta,0.229,CIREN
Sin información,Algarrobo,Costeras entre Aconcagua y Maipo,87.5,79.2,104.5,0.448,0.336,Alta,0.379,CIREN
Sin información,Algarrobo,Costeras entre Aconcagua y Maipo,87.5,79.2,104.5,0.416,0.312,Moderada,0.379,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,87.5,94.8,144.8,0.548,0.411,Muy Alta,0.717,FAO
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,87.5,79.2,104.5,0.435,0.326,Moderada,0.379,CIREN
No identificado,Algarrobo,Costeras entre Aconcagua y Maipo,81.2,71.6,75.7,0.482,0.301,Moderada,0.379,CIREN
Sin información,Algarrobo,Costeras entre Aconcagua y Maipo,81.2,71.6,75.7,0.351,0.219,Muy Baja,0.379,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,87.5,94.8,144.8,0.638,0.478,Muy Alta,0.55,CIREN
Sin información,Algarrobo,Costeras entre Aconcagua y Maipo,81.2,71.6,75.7,0.494,0.308,Moderada,0.379,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,87.5,79.2,104.5,0.376,0.282,Baja,0.329,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,87.5,101.3,148.6,0.4,0.3,Moderada,0.268,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,87.5,101.3,148.6,0.544,0.408,Muy Alta,0.717,FAO
Sector Agrosuper,Casablanca,Costeras entre Aconcagua y Maipo,87.5,101.3,148.6,0.394,0.295,Moderada,0.268,CIREN
Sin información,Algarrobo,Costeras entre Aconcagua y Maipo,87.5,79.2,104.5,0.464,0.348,Alta,0.379,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,87.5,94.8,144.8,0.719,0.539,Muy Alta,0.717,FAO
Sin información,Algarrobo,Costeras entre Aconcagua y Maipo,81.2,71.6,75.7,0.366,0.228,Muy Baja,0.379,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,87.5,94.8,144.8,0.483,0.362,Alta,0.329,CIREN
Sin información,Algarrobo,Costeras entre Aconcagua y Maipo,87.5,79.2,104.5,0.488,0.366,Alta,0.329,CIREN
Sin información,Algarrobo,Costeras entre Aconcagua y Maipo,87.5,79.2,104.5,0.418,0.314,Moderada,0.379,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,87.5,94.8,144.8,0.528,0.396,Alta,0.717,FAO
Sin información,Algarrobo,Costeras entre Aconcagua y Maipo,87.5,79.2,104.5,0.513,0.385,Alta,0.329,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,87.5,101.3,148.6,0.413,0.31,Moderada,0.318,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,87.5,101.3,148.6,0.533,0.4,Muy Alta,0.568,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,87.5,79.2,104.5,0.586,0.439,Muy Alta,0.717,FAO
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,87.5,79.2,104.5,0.571,0.428,Muy Alta,0.329,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,87.5,79.2,104.5,0.516,0.387,Alta,0.329,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,87.5,94.8,144.8,0.715,0.536,Muy Alta,0.55,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,87.5,101.3,148.6,0.404,0.303,Moderada,0.268,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,87.5,94.8,144.8,0.534,0.4,Muy Alta,0.568,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,87.5,101.3,148.6,0.53,0.398,Alta,0.668,CIREN
Sin información,Algarrobo,Costeras entre Aconcagua y Maipo,87.5,79.2,104.5,0.498,0.373,Alta,0.379,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,87.5,101.3,148.6,0.52,0.39,Alta,0.618,CIREN
Sin información,Algarrobo,Costeras entre Aconcagua y Maipo,81.2,71.6,75.7,0.353,0.22,Muy Baja,0.379,CIREN
Sin información,Algarrobo,Costeras entre Aconcagua y Maipo,87.5,79.2,104.5,0.347,0.26,Baja,0.379,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,87.5,101.3,148.6,0.478,0.359,Alta,0.307,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,87.5,101.3,148.6,0.45,0.338,Alta,0.668,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,87.5,94.8,144.8,0.416,0.312,Moderada,0.228,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,87.5,101.3,148.6,0.434,0.325,Moderada,0.268,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,87.5,94.8,144.8,0.534,0.401,Muy Alta,0.55,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,87.5,101.3,148.6,0.551,0.413,Muy Alta,0.756,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,90.6,119.2,207.8,0.618,0.501,Muy Alta,0.55,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,90.6,119.2,207.8,0.49,0.398,Muy Alta,0.55,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,90.6,119.2,207.8,0.439,0.357,Alta,0.357,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,90.6,108.4,179.9,0.478,0.388,Alta,0.55,CIREN
Sin información,Algarrobo,Costeras entre Aconcagua y Maipo,90.6,107.1,176.5,0.563,0.457,Muy Alta,0.379,CIREN
Sin información,Algarrobo,Costeras entre Aconcagua y Maipo,90.6,107.1,176.5,0.526,0.427,Muy Alta,0.379,CIREN
Sin información,Algarrobo,Costeras entre Aconcagua y Maipo,90.6,107.1,176.5,0.318,0.258,Baja,0.379,CIREN
Sin información,Algarrobo,Costeras entre Aconcagua y Maipo,90.6,108.4,179.9,0.437,0.355,Alta,0.379,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,90.6,119.2,207.8,0.73,0.593,Muy Alta,0.717,FAO
Sin información,Algarrobo,Costeras entre Aconcagua y Maipo,90.6,108.4,179.9,0.62,0.503,Muy Alta,0.55,CIREN
Sin información,Algarrobo,Costeras entre Aconcagua y Maipo,90.6,107.1,176.5,0.364,0.295,Moderada,0.379,CIREN
Sin información,Algarrobo,Costeras entre Aconcagua y Maipo,90.6,107.1,176.5,0.509,0.413,Muy Alta,0.379,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,90.6,115.1,182.5,0.515,0.418,Muy Alta,0.363,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,90.6,115.1,182.5,0.432,0.351,Alta,0.268,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,90.6,119.2,207.8,0.628,0.51,Muy Alta,0.568,CIREN
Sin información,Algarrobo,Costeras entre Aconcagua y Maipo,90.6,108.4,179.9,0.588,0.477,Muy Alta,0.379,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,90.6,108.4,179.9,0.424,0.345,Alta,0.363,CIREN
Humedal Sector Tunquen 1,Algarrobo,Costeras entre Aconcagua y Maipo,90.6,107.1,176.5,0.426,0.346,Alta,0.379,CIREN
Humedal Sector Tunquen 2,Algarrobo,Costeras entre Aconcagua y Maipo,90.6,107.1,176.5,0.398,0.324,Moderada,0.379,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,90.6,119.2,207.8,0.472,0.383,Alta,0.717,FAO
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,90.6,119.2,207.8,0.356,0.289,Moderada,0.268,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,90.6,119.2,207.8,0.421,0.342,Alta,0.55,CIREN
Sin información,Algarrobo,Costeras entre Aconcagua y Maipo,90.6,107.1,176.5,0.469,0.381,Alta,0.379,CIREN
Sin información,Algarrobo,Costeras entre Aconcagua y Maipo,90.6,107.1,176.5,0.409,0.332,Alta,0.379,CIREN
Sin información,Algarrobo,Costeras entre Aconcagua y Maipo,90.6,108.4,179.9,0.568,0.461,Muy Alta,0.379,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,90.6,119.2,207.8,0.418,0.339,Alta,0.363,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,90.6,119.2,207.8,0.536,0.435,Muy Alta,0.668,CIREN
Sin información,Algarrobo,Costeras entre Aconcagua y Maipo,90.6,107.1,176.5,0.45,0.365,Alta,0.379,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,90.6,119.2,207.8,0.436,0.354,Alta,0.268,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,90.6,115.1,182.5,0.414,0.337,Alta,0.318,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,90.6,108.4,179.9,0.436,0.354,Alta,0.363,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,90.6,107.1,176.5,0.48,0.389,Alta,0.0,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,90.6,119.2,207.8,0.473,0.384,Alta,0.268,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,90.6,119.2,207.8,0.36,0.293,Moderada,0.268,CIREN
Sin información,Algarrobo,Costeras entre Aconcagua y Maipo,90.6,107.1,176.5,0.357,0.29,Moderada,0.379,CIREN
