nom_humed,comuna,serie_suelo,textura,permeabilidad,drenaje,cap_campo_pct,arcilla_pct,inundacion,expo_suelo,fuente_suelo
Sin información,Casablanca,NO SUELOS,,,,,,,,none
Sin información,Casablanca,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sin información,Valparaíso,SANTA RITA DE CASABLANCA,MODERADAMENTE GRUESA,MODERADA,IMPERFECTO,13.0,8.8,NO EXISTE,0.329,CIREN
Sin información,Casablanca,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sin información,Quilpué,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sin información,Quilpué,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sin información,Quilpué,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sin información,Valparaíso,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sin información,Quilpué,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sin información,Quilpué,NO SUELOS,,,,,,,,none
Sin información,Quilpué,NO SUELOS,,,,,,,,none
Sin información,Valparaíso,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sin información,Quilpué,SANTA RITA DE CASABLANCA,MODERADAMENTE GRUESA,MODERADA,BUENO,13.0,8.8,NO EXISTE,0.229,CIREN
Sin información,Quilpué,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sin información,Quilpué,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sin información,Quilpué,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Embalse El Peral,Valparaíso,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sin información,Valparaíso,NO SUELOS,,,,,,,,none
Sin información,Valparaíso,SANTA RITA DE CASABLANCA,MODERADAMENTE GRUESA,MODERADA,BUENO,13.0,8.8,NO EXISTE,0.229,CIREN
Sin información,Valparaíso,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sin información,Valparaíso,SANTA RITA DE CASABLANCA,MODERADAMENTE GRUESA,MODERADA,BUENO,13.0,8.8,NO EXISTE,0.229,CIREN
Sin información,Quilpué,NO SUELOS,,,,,,,,none
Sin información,Valparaíso,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sin información,Quilpué,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sin información,Quilpué,MISCELANEOS,,,EXCESIVO,,,,0.0,CIREN
Sin información,Villa Alemana,NO SUELOS,,,,,,,,none
Sin información,Quilpué,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sin información,Villa Alemana,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sin información,Quilpué,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sin información,Quilpué,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sin información,Quilpué,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sin información,Quilpué,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sin información,Villa Alemana,NO SUELOS,,,,,,,,none
Sin información,Limache,NO SUELOS,,,,,,,,none
Sin información,Quilpué,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sin información,Quilpué,NO SUELOS,,,,,,,,none
Sin información,Valparaíso,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sin información,Limache,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sin información,Quilpué,SANTA RITA DE CASABLANCA,MODERADAMENTE GRUESA,MODERADA,BUENO,13.0,8.8,NO EXISTE,0.229,CIREN
Sin información,Quilpué,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sin información,Villa Alemana,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sin información,Limache,OLMUE,MEDIA,MODERADAMENTE RAPIDA,MODERADO,,,NO EXISTE,0.417,CIREN
Sin información,Limache,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sin información,Limache,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sin información,Limache,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sin información,Limache,SAN FRANCISCO DE LIMACHE,MODERADAMENTE GRUESA,MODERADA,IMPERFECTO,18.0,15.5,NO EXISTE,0.383,CIREN
Sin información,Limache,NO SUELOS,,,,,,,,none
Sin información,Olmué,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sin información,Limache,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sin información,Olmué,OLMUE,MODERADAMENTE GRUESA,MODERADAMENTE RAPIDA,BUENO,,,NO EXISTE,0.25,CIREN
Sin información,Limache,LO VASQUEZ,MEDIA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.467,CIREN
Sin información,Limache,NO SUELOS,,,,,,,,none
Sin información,Limache,NO SUELOS,,,,,,,,none
Sin información,Villa Alemana,LA GLORIA,MODERADAMENTE GRUESA,MODERADAMENTE RAPIDA,IMPERFECTO,,10.2,NO EXISTE,0.369,CIREN
Sin información,Limache,NO SUELOS,,,,,,,,none
Sin información,Olmué,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sin información,Limache,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sin información,Limache,SAN FRANCISCO DE LIMACHE,MODERADAMENTE FINA,MODERADA,IMPERFECTO,18.0,15.5,NO EXISTE,0.483,CIREN
Sin información,Olmué,GRANIZO,MODERADAMENTE GRUESA,MODERADA,BUENO,12.0,11.1,NO EXISTE,0.239,CIREN
Sin información,Limache,LLIU LLIU,MEDIA,MODERADA,IMPERFECTO,26.0,20.5,NO EXISTE,0.519,CIREN
Sin información,Limache,PUCALAN,MODERADAMENTE FINA,LENTA,IMPERFECTO,,,NO EXISTE,0.767,CIREN
Sin información,Olmué,MISCELANEOS,,,EXCESIVO,,,,0.0,CIREN
Sin información,Limache,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sin información,Olmué,SAN FRANCISCO DE LIMACHE,MODERADAMENTE FINA,MODERADA,POBRE,18.0,15.5,NO EXISTE,0.523,CIREN
Sin información,Villa Alemana,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sin información,Olmué,MISCELANEOS,,,EXCESIVO,,,,0.0,CIREN
Sin información,Limache,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sin información,Limache,PUCALAN,MODERADAMENTE FINA,LENTA,IMPERFECTO,,,NO EXISTE,0.767,CIREN
Sin información,Olmué,LLIU LLIU,MEDIA,MODERADA,IMPERFECTO,26.0,20.5,NO EXISTE,0.519,CIREN
Sin información,Villa Alemana,NO SUELOS,,,,,,,,none
Sin información,Limache,CHAGRES,MODERADAMENTE GRUESA,RAPIDA,EXCESIVO,,30.7,NO EXISTE,0.271,CIREN
Sin información,Olmué,NO SUELOS,,,,,,,,none
Sin información,Limache,HUALCAPO,MODERADAMENTE GRUESA,MODERADAMENTE RAPIDA,BUENO,16.0,8.4,NO EXISTE,0.195,CIREN
Sin información,Limache,SAN FRANCISCO DE LIMACHE,MODERADAMENTE GRUESA,MODERADA,IMPERFECTO,18.0,15.5,NO EXISTE,0.383,CIREN
Sin información,Limache,LO VASQUEZ,MEDIA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.467,CIREN
Sin información,Limache,LO VASQUEZ,MEDIA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.467,CIREN
Sin información,Quillota,ASOCIACION CHALLAY,MODERADAMENTE FINA,MODERADA,BUENO,,,NO EXISTE,0.483,CIREN
Sin información,Quillota,VICHICULEN,MODERADAMENTE GRUESA,RAPIDA,BUENO,,,NO EXISTE,0.2,CIREN
Sin información,Quillota,CATEMU,MEDIA,MODERADA,BUENO,20.0,17.1,NO EXISTE,0.356,CIREN
Sin información,Quillota,LO CAMPO,MODERADAMENTE FINA,MODERADA,IMPERFECTO,47.0,33.8,NO EXISTE,0.74,CIREN
Sin información,Quillota,TABOLANGO,MEDIA,MUY LENTA,IMPERFECTO,16.0,9.8,NO EXISTE,0.492,CIREN
Sin información,Quillota,LO CAMPO,MODERADAMENTE FINA,MODERADA,IMPERFECTO,47.0,33.8,NO EXISTE,0.74,CIREN
Sin información,Quillota,TABOLANGO,MODERADAMENTE GRUESA,MUY LENTA,IMPERFECTO,16.0,9.8,NO EXISTE,0.442,CIREN
Sin información,Quillota,ASOCIACION CHALLAY,MODERADAMENTE FINA,MODERADA,BUENO,,,NO EXISTE,0.483,CIREN
Sin información,Quillota,TABOLANGO,MEDIA,MUY LENTA,MODERADO,16.0,9.8,NO EXISTE,0.442,CIREN
Sin información,Quillota,CALERA,MODERADAMENTE FINA,MODERADA,IMPERFECTO,,,NO EXISTE,0.65,CIREN
Sin información,Quillota,HIJUELAS,MEDIA,MODERADA,MODERADO,33.0,20.8,NO EXISTE,0.526,CIREN
Sin información,Quillota,LO VASQUEZ,MEDIA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.467,CIREN
Sin información,Quillota,HIJUELAS,MEDIA,MODERADA,BUENO,33.0,20.8,NO EXISTE,0.476,CIREN
Sin información,Quillota,MANTAGUA,MEDIA,MODERADA,MODERADO,17.0,14.5,NO EXISTE,0.37,CIREN
Sin información,Quillota,NO SUELOS,,,,,,,,none
Sin información,Quillota,HIJUELAS,MEDIA,MODERADA,MODERADO,33.0,20.8,NO EXISTE,0.526,CIREN
Sin información,Hijuelas,NO SUELOS,,,,,,,,none
Sin información,Quillota,TABOLANGO,MEDIA,MUY LENTA,IMPERFECTO,16.0,9.8,NO EXISTE,0.492,CIREN
Sin información,Llaillay,HUALCAPO,MODERADAMENTE GRUESA,MODERADAMENTE RAPIDA,BUENO,16.0,8.4,NO EXISTE,0.195,CIREN
Sin información,Quillota,LO VASQUEZ,MEDIA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.467,CIREN
Sin información,Rinconada,ASOCIACION LA PARVA,MUY FINA,LENTA,BUENO,,,NO EXISTE,0.525,CIREN
Sin información,Quillota,MANTAGUA,MEDIA,MODERADA,IMPERFECTO,17.0,14.5,NO EXISTE,0.42,CIREN
Sin información,Quillota,ASOCIACION CHALLAY,MODERADAMENTE FINA,MODERADA,BUENO,,,NO EXISTE,0.483,CIREN
Sin información,Quillota,LO VASQUEZ,MEDIA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.467,CIREN
Sin información,Quillota,NO SUELOS,,,,,,,,none
Sin información,Hijuelas,OCOA,MEDIA,MODERADA,BUENO,,21.6,NO EXISTE,0.42,CIREN
Sin información,Los Andes,,,,,,,,,none
Sin información,Hijuelas,HUALCAPO,MODERADAMENTE GRUESA,MODERADAMENTE RAPIDA,BUENO,16.0,8.4,NO EXISTE,0.195,CIREN
Sin información,Calle Larga,CALLE LARGA,MODERADAMENTE FINA,LENTA,BUENO,25.0,23.3,NO EXISTE,0.544,CIREN
Sin información,Quillota,LAS VARILLAS,MODERADAMENTE FINA,MODERADAMENTE LENTA,IMPERFECTO,19.0,23.6,NO EXISTE,0.567,CIREN
Sin información,Hijuelas,ASOCIACION CHALLAY,MODERADAMENTE FINA,MODERADA,BUENO,,,NO EXISTE,0.483,CIREN
Sin información,Quillota,LO VASQUEZ,MEDIA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.467,CIREN
Sin información,Quillota,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sin información,Llaillay,VICHICULEN,MODERADAMENTE GRUESA,RAPIDA,BUENO,,,NO EXISTE,0.2,CIREN
Sin información,Quillota,MANTAGUA,MEDIA,MODERADA,MODERADO,17.0,14.5,NO EXISTE,0.37,CIREN
Sin información,Quintero,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sin información,Llaillay,VICHICULEN,MODERADAMENTE GRUESA,RAPIDA,MODERADO,,,NO EXISTE,0.283,CIREN
Sin información,Llaillay,LAS CHILCAS,MODERADAMENTE FINA,LENTA,BUENO,43.0,49.8,NO EXISTE,0.76,CIREN
Sin información,Calle Larga,POCURO,MEDIA,MODERADA,BUENO,23.0,18.0,NO EXISTE,0.384,CIREN
Sin información,Hijuelas,HUALCAPO,MODERADAMENTE GRUESA,MODERADAMENTE RAPIDA,BUENO,16.0,8.4,NO EXISTE,0.195,CIREN
Sin información,Llaillay,LAS CHILCAS,MODERADAMENTE FINA,LENTA,BUENO,43.0,49.8,NO EXISTE,0.76,CIREN
Sin información,Llaillay,LAS CHILCAS,MEDIA,LENTA,BUENO,43.0,49.8,NO EXISTE,0.71,CIREN
Sin información,Llaillay,LAS CHILCAS,MODERADAMENTE FINA,LENTA,BUENO,43.0,49.8,NO EXISTE,0.76,CIREN
Sector Estero Mantagua 1,Quintero,MISCELANEOS,,,EXCESIVO,,,,0.0,CIREN
Sin información,Quillota,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sin información,Quillota,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sector Estero Mantagua 2,Quintero,MISCELANEOS,,,EXCESIVO,,,,0.0,CIREN
Sin información,Quillota,QUILLOTA,MODERADAMENTE FINA,LENTA,IMPERFECTO,36.0,33.7,NO EXISTE,0.778,CIREN
Estero Mantagua,Quintero,MISCELANEOS,,,EXCESIVO,,,,0.0,CIREN
Sin información,Rinconada,CALLE LARGA,MODERADAMENTE FINA,LENTA,BUENO,25.0,23.3,NO EXISTE,0.544,CIREN
Sin información,Llaillay,NO SUELOS,,,,,,,,none
Sin información,Llaillay,VICHICULEN,MODERADAMENTE GRUESA,RAPIDA,MODERADO,,,NO EXISTE,0.283,CIREN
Sin información,Llaillay,MISCELANEOS,,,,,,,,none
Sin información,Quillota,ASOCIACION CHALLAY,MODERADAMENTE FINA,MODERADA,BUENO,,,NO EXISTE,0.483,CIREN
Sin información,Calle Larga,ASOCIACION LA PARVA,MUY FINA,LENTA,BUENO,,,NO EXISTE,0.525,CIREN
Sin información,Llaillay,LAS CHILCAS,MODERADAMENTE FINA,LENTA,BUENO,43.0,49.8,NO EXISTE,0.76,CIREN
Sin información,Calle Larga,CRISTO REDENTOR,MODERADAMENTE FINA,MODERADA,BUENO,25.0,30.2,NO EXISTE,0.504,CIREN
Sin información,La Cruz,LO CAMPO,FINA,MODERADA,IMPERFECTO,47.0,33.8,NO EXISTE,0.79,CIREN
Sin información,Quillota,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sin información,Los Andes,,,,,,,,,none
Sin información,La Cruz,OCOA,MEDIA,MODERADA,BUENO,,21.6,NO EXISTE,0.42,CIREN
Sin información,Calera,MISCELANEOS,,,EXCESIVO,,,,0.0,CIREN
Sin información,Hijuelas,OCOA,MEDIA,MODERADA,BUENO,,21.6,NO EXISTE,0.42,CIREN
Sin información,La Cruz,OCOA,MEDIA,MODERADA,BUENO,,21.6,NO EXISTE,0.42,CIREN
Sin información,La Cruz,OCOA,MEDIA,MODERADA,BUENO,,21.6,NO EXISTE,0.42,CIREN
Sin información,Los Andes,MISCELANEOS,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,Quintero,MISCELANEOS,,,EXCESIVO,,,,0.0,CIREN
Sin información,Quintero,NO SUELOS,,,,,,,,none
Sin información,Hijuelas,POCURO,MEDIA,MODERADA,MODERADO,23.0,18.0,NO EXISTE,0.434,CIREN
Sector Estero Mala Cara 2,Quintero,MISCELANEOS,,,EXCESIVO,,,,0.0,CIREN
Sin información,Llaillay,LAS CHILCAS,MUY FINA,LENTA,MODERADO,43.0,49.8,NO EXISTE,0.825,CIREN
Sector Estero Mala Cara 4,Quintero,MISCELANEOS,,,EXCESIVO,,,,0.0,CIREN
Sin información,La Cruz,OCOA,MEDIA,MODERADA,BUENO,,21.6,NO EXISTE,0.42,CIREN
Sin información,San Esteban,CALLE LARGA,MODERADAMENTE FINA,LENTA,BUENO,25.0,23.3,NO EXISTE,0.544,CIREN
Sin información,La Cruz,CALERA,MEDIA,MODERADA,BUENO,,,NO EXISTE,0.4,CIREN
Sin información,Quintero,MISCELANEOS,,,EXCESIVO,,,,0.0,CIREN
Sector Estero Mala Cara 5,Quintero,CHILICAUQUEN,MODERADAMENTE GRUESA,MUY LENTA,BUENO,,,NO EXISTE,0.483,CIREN
Sin información,Los Andes,POCURO,MEDIA,MODERADA,BUENO,23.0,18.0,NO EXISTE,0.384,CIREN
Estero Mala Cara,Puchuncaví,CHILICAUQUEN,MODERADAMENTE GRUESA,MUY LENTA,BUENO,,,NO EXISTE,0.483,CIREN
Sin información,San Esteban,NO SUELOS,,,,,,,,none
Sin información,Los Andes,POCURO,MEDIA,MODERADA,BUENO,23.0,18.0,NO EXISTE,0.384,CIREN
Sin información,La Cruz,MISCELANEOS,,,EXCESIVO,,,,0.0,CIREN
Sin información,Hijuelas,OCOA,MEDIA,MODERADA,BUENO,,21.6,NO EXISTE,0.42,CIREN
Sin información,Panquehue,CRISTO REDENTOR,MODERADAMENTE GRUESA,MODERADAMENTE RAPIDA,EXCESIVO,25.0,30.2,NO EXISTE,0.324,CIREN
Sin información,San Esteban,POCURO,MEDIA,MODERADA,BUENO,23.0,18.0,NO EXISTE,0.384,CIREN
Sin información,San Felipe,POCURO,MEDIA,MODERADA,BUENO,23.0,18.0,NO EXISTE,0.384,CIREN
Sin información,Puchuncaví,TABOLANGO,MODERADAMENTE GRUESA,MUY LENTA,IMPERFECTO,16.0,9.8,NO EXISTE,0.442,CIREN
Sin información,Hijuelas,NO SUELOS,,,,,,,,none
Sin información,San Felipe,POCURO,MEDIA,MODERADA,BUENO,23.0,18.0,NO EXISTE,0.384,CIREN
Sin información,Santa María,POCURO,MEDIA,MODERADA,BUENO,23.0,18.0,NO EXISTE,0.384,CIREN
Sin información,Santa María,POCURO,MEDIA,MODERADA,BUENO,23.0,18.0,NO EXISTE,0.384,CIREN
Sin información,San Esteban,CALLE LARGA,MODERADAMENTE FINA,LENTA,BUENO,25.0,23.3,NO EXISTE,0.544,CIREN
Sin información,Santa María,POCURO,MEDIA,MODERADA,BUENO,23.0,18.0,NO EXISTE,0.384,CIREN
Sin información,Santa María,POCURO,MEDIA,MODERADA,BUENO,23.0,18.0,NO EXISTE,0.384,CIREN
Sin información,Nogales,HIJUELAS,MEDIA,MODERADA,BUENO,33.0,20.8,NO EXISTE,0.476,CIREN
Sin información,San Esteban,POCURO,MEDIA,MODERADA,BUENO,23.0,18.0,NO EXISTE,0.384,CIREN
Sin información,San Esteban,CRISTO REDENTOR,MODERADAMENTE FINA,MODERADAMENTE RAPIDA,BUENO,25.0,30.2,NO EXISTE,0.464,CIREN
Sin información,San Esteban,POCURO,MEDIA,MODERADA,BUENO,23.0,18.0,NO EXISTE,0.384,CIREN
Sin información,San Esteban,SANTA MARIA,MEDIA,MODERADA,BUENO,,,NO EXISTE,0.4,CIREN
Sin información,San Esteban,POCURO,MEDIA,MODERADA,BUENO,23.0,18.0,NO EXISTE,0.384,CIREN
Sin información,San Esteban,POCURO,MEDIA,MODERADA,BUENO,23.0,18.0,NO EXISTE,0.384,CIREN
Sin información,San Esteban,POCURO,MEDIA,MODERADA,BUENO,23.0,18.0,NO EXISTE,0.384,CIREN
Sin información,San Esteban,POCURO,MEDIA,MODERADA,BUENO,23.0,18.0,NO EXISTE,0.384,CIREN
Sin información,San Esteban,POCURO,MEDIA,MODERADA,BUENO,23.0,18.0,NO EXISTE,0.384,CIREN
Sin información,San Esteban,POCURO,MEDIA,MODERADA,BUENO,23.0,18.0,NO EXISTE,0.384,CIREN
Sin información,San Esteban,MAITENES,MODERADAMENTE FINA,MODERADA,BUENO,1.0,26.9,NO EXISTE,0.41,CIREN
Sin información,San Esteban,POCURO,MEDIA,MODERADA,BUENO,23.0,18.0,NO EXISTE,0.384,CIREN
Sin información,San Esteban,POCURO,MEDIA,MODERADA,BUENO,23.0,18.0,NO EXISTE,0.384,CIREN
Sin información,Santa María,MAITENES,MODERADAMENTE FINA,MODERADA,BUENO,1.0,26.9,NO EXISTE,0.41,CIREN
Sin información,Puchuncaví,CHILICAUQUEN,MODERADAMENTE GRUESA,MUY LENTA,BUENO,,,NO EXISTE,0.483,CIREN
Sin información,Puchuncaví,MISCELANEOS,,,MUY POBRE,,,MUY FRECUENTE,1.0,CIREN
Sin información,San Esteban,CALLE LARGA,MODERADAMENTE FINA,LENTA,BUENO,25.0,23.3,NO EXISTE,0.544,CIREN
Sin información,Catemu,CATEMU,MEDIA,MODERADA,BUENO,20.0,17.1,NO EXISTE,0.356,CIREN
Sin información,San Esteban,,,,,,,,,none
Sin información,Puchuncaví,CHILICAUQUEN,MODERADAMENTE GRUESA,MUY LENTA,BUENO,,,NO EXISTE,0.483,CIREN
Sin información,Santa María,NO SUELOS,,,,,,,,none
Sin información,San Esteban,CALLE LARGA,MODERADAMENTE FINA,LENTA,BUENO,25.0,23.3,NO EXISTE,0.544,CIREN
Sin información,Nogales,OCOA,MEDIA,MODERADA,BUENO,,21.6,NO EXISTE,0.42,CIREN
Sin información,San Esteban,CALLE LARGA,MODERADAMENTE FINA,LENTA,BUENO,25.0,23.3,NO EXISTE,0.544,CIREN
Sin información,San Esteban,CALLE LARGA,MODERADAMENTE FINA,LENTA,BUENO,25.0,23.3,NO EXISTE,0.544,CIREN
Sin información,San Esteban,CALLE LARGA,MODERADAMENTE FINA,LENTA,BUENO,25.0,23.3,NO EXISTE,0.544,CIREN
Sin información,Santa María,MAITENES,MODERADAMENTE FINA,MODERADA,BUENO,1.0,26.9,NO EXISTE,0.41,CIREN
Sin información,Puchuncaví,CATEMU,MEDIA,MODERADA,BUENO,20.0,17.1,NO EXISTE,0.356,CIREN
Sin información,Nogales,OCOA,MEDIA,MODERADA,BUENO,,21.6,NO EXISTE,0.42,CIREN
Sin información,San Esteban,CALLE LARGA,MODERADAMENTE FINA,LENTA,BUENO,25.0,23.3,NO EXISTE,0.544,CIREN
Sin información,San Felipe,NO SUELOS,,,,,,,,none
Sin información,San Esteban,CALLE LARGA,MODERADAMENTE FINA,LENTA,BUENO,25.0,23.3,NO EXISTE,0.544,CIREN
Sin información,Santa María,CURIMON,MEDIA,MODERADA,BUENO,,,NO EXISTE,0.4,CIREN
Sin información,San Esteban,ASOCIACION LA PARVA,MUY FINA,LENTA,BUENO,,,NO EXISTE,0.525,CIREN
Sin información,San Esteban,CALLE LARGA,MODERADAMENTE FINA,LENTA,BUENO,25.0,23.3,NO EXISTE,0.544,CIREN
Sin información,San Esteban,SANTA MARIA,MEDIA,MODERADA,BUENO,,,NO EXISTE,0.4,CIREN
Sin información,San Esteban,CALLE LARGA,MODERADAMENTE FINA,LENTA,BUENO,25.0,23.3,NO EXISTE,0.544,CIREN
Sin información,Nogales,HIJUELAS,MEDIA,MODERADA,BUENO,33.0,20.8,NO EXISTE,0.476,CIREN
Sin información,San Felipe,POCURO,MEDIA,MODERADA,BUENO,23.0,18.0,NO EXISTE,0.384,CIREN
Sin información,Santa María,CURIMON,MEDIA,MODERADA,BUENO,,,NO EXISTE,0.4,CIREN
Sin información,Nogales,CATEMU,MEDIA,MODERADA,BUENO,20.0,17.1,NO EXISTE,0.356,CIREN
Sin información,Nogales,NO SUELOS,,,,,,,,none
Sin información,Nogales,OCOA,MEDIA,MODERADA,BUENO,,21.6,NO EXISTE,0.42,CIREN
Sin información,Nogales,NO SUELOS,,,,,,,,none
Sin información,Santa María,MISCELANEOS,,,BUENO,,,,0.2,CIREN
Sin información,San Felipe,NO SUELOS,,,,,,,,none
Sin información,Catemu,PUTAENDO,MEDIA,MODERADA,BUENO,27.0,23.9,NO EXISTE,0.442,CIREN
Sin información,Catemu,CALLE LARGA,MODERADAMENTE FINA,LENTA,BUENO,25.0,23.3,NO EXISTE,0.544,CIREN
Sin información,Nogales,NO SUELOS,,,,,,,,none
Sin información,Catemu,LAS CHILCAS,MODERADAMENTE FINA,LENTA,BUENO,43.0,49.8,NO EXISTE,0.76,CIREN
Sin información,Catemu,PUTAENDO,MEDIA,MODERADA,BUENO,27.0,23.9,NO EXISTE,0.442,CIREN
Sin información,Zapallar,TABOLANGO,MODERADAMENTE GRUESA,MUY LENTA,MODERADO,16.0,9.8,NO EXISTE,0.392,CIREN
Sin información,Zapallar,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Sin información,Zapallar,TABOLANGO,MODERADAMENTE GRUESA,MUY LENTA,MODERADO,16.0,9.8,NO EXISTE,0.392,CIREN
Sin información,Zapallar,LO VASQUEZ,MODERADAMENTE FINA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.55,CIREN
Esteros Catapilco - La Canela,Zapallar,LO VASQUEZ,MEDIA,MODERADAMENTE LENTA,BUENO,,,NO EXISTE,0.467,CIREN
Sin información,Zapallar,CATAPILCO,MEDIA,MUY LENTA,IMPERFECTO,24.0,16.1,NO EXISTE,0.584,CIREN
Sin información,Putaendo,ASOCIACION LA PARVA,MUY FINA,LENTA,BUENO,,,NO EXISTE,0.525,CIREN
Sin información,Putaendo,MISCELANEOS,,,EXCESIVO,,,,0.0,CIREN
Sin información,Putaendo,NO SUELOS,,,,,,,,none
Sin información,Putaendo,POCURO,MEDIA,MODERADA,MODERADO,23.0,18.0,NO EXISTE,0.434,CIREN
Sin información,Putaendo,POCURO,MEDIA,MODERADA,MODERADO,23.0,18.0,NO EXISTE,0.434,CIREN
