nom_humed,comuna,dist_rio_m,dist_rio_mayor_m,prox_rio,prox_rio_mayor
Sin información,Santo Domingo,414.0,1060.0,0.754,0.66
Sin información,Santo Domingo,112.0,715.0,0.964,0.777
Sin información,Santo Domingo,789.0,1188.0,0.494,0.616
Sin información,Santo Domingo,123.0,445.0,0.956,0.869
Sin información,Santo Domingo,369.0,485.0,0.786,0.855
Sin información,Santo Domingo,65.0,65.0,0.997,0.998
Sin información,Santo Domingo,36.0,49.0,1.0,1.0
Sin información,Santo Domingo,675.0,675.0,0.573,0.791
Sin información,Santo Domingo,290.0,290.0,0.84,0.922
Sin información,Santo Domingo,410.0,410.0,0.757,0.881
Sin información,Santo Domingo,512.0,857.0,0.686,0.729
Humedal Sector Tunquen 6,Casablanca,367.0,367.0,0.787,0.896
Sin información,Quilpué,419.0,419.0,0.751,0.878
Sin información,Limache,221.0,912.0,0.888,0.71
Sin información,Limache,366.0,476.0,0.787,0.859
Sin información,Olmué,298.0,1022.0,0.834,0.673
Sin información,Limache,568.0,568.0,0.647,0.827
Sist. Rio Aconcagua y trib,Limache,313.0,313.0,0.825,0.914
Sin información,Quintero,128.0,128.0,0.953,0.977
Sector Estero Mala Cara 3,Quintero,75.0,109.0,0.99,0.983
Sector Estero Mala Cara 8,Quintero,94.0,94.0,0.976,0.988
Sector Estero Mala Cara 9,Quintero,127.0,127.0,0.954,0.977
Sector Estero Mala Cara 1,Quintero,14.0,14.0,1.0,1.0
Sector Estero Mala Cara 7,Quintero,1077.0,1115.0,0.294,0.641
Estero Mala Cara,Puchuncaví,167.0,167.0,0.926,0.964
Sin información,Puchuncaví,8.0,492.0,1.0,0.853
Sector Rungue,Puchuncaví,6.0,6.0,1.0,1.0
Estero Quirilluca,Puchuncaví,0.0,0.0,1.0,1.0
Sin información,Zapallar,0.0,1058.0,1.0,0.661
Sin información,Santa María,145.0,145.0,0.941,0.971
Sin información,Santa María,20.0,274.0,1.0,0.927
Sin información,Zapallar,178.0,969.0,0.918,0.691
Sin información,Putaendo,62.0,528.0,0.999,0.841
Sin información,Cabildo,423.0,423.0,0.748,0.877
Sin información,Cabildo,533.0,533.0,0.672,0.839
Sin información,Cabildo,96.0,96.0,0.975,0.988
Sin información,Cabildo,317.0,317.0,0.821,0.912
Sin información,Cabildo,502.0,502.0,0.693,0.85
Sin información,Cabildo,228.0,228.0,0.883,0.943
Sin información,Petorca,57.0,679.0,1.0,0.789
Sin información,Petorca,66.0,392.0,0.996,0.887
Sin información,Petorca,279.0,279.0,0.848,0.925
Sin información,Petorca,245.0,245.0,0.872,0.937
Sin información,Petorca,532.0,532.0,0.672,0.84
Sin información,Petorca,82.0,115.0,0.985,0.981
Sin información,Petorca,64.0,64.0,0.997,0.999
Sist. Rio Aconcagua y trib,Concón,257.0,257.0,0.863,0.933
