nom_humed,comuna,pctl_empirico,expo_met,twi,acc_topo,expo_suelo,prox_drenaje,susc_acumulacion,prioridad_inundacion,clase_prioridad,suelo_fuente,cuenca
Sin información,Catemu,87.5,0.75,0.261,0.0,0.589,0.623,0.368,0.276,Baja,CIREN,Rio Aconcagua
Sin información,Panquehue,87.5,0.75,0.628,0.047,0.736,0.244,0.414,0.31,Moderada,CIREN,Rio Aconcagua
Sin información,Puchuncaví,87.5,0.75,0.297,0.0,1.0,0.802,0.525,0.394,Alta,CIREN,Costeras Ligua-Aconcagua
Sin información,Puchuncaví,87.5,0.75,0.187,0.066,1.0,0.964,0.554,0.416,Muy Alta,CIREN,Costeras Ligua-Aconcagua
Sin información,Puchuncaví,87.5,0.75,0.832,0.675,1.0,1.0,0.877,0.658,Muy Alta,CIREN,Costeras Ligua-Aconcagua
Estero Puchuncavi - Campiche,Puchuncaví,87.5,0.75,0.458,0.277,0.585,1.0,0.58,0.435,Muy Alta,CIREN,Costeras Ligua-Aconcagua
Sin información,Puchuncaví,87.5,0.75,0.29,0.0,1.0,1.0,0.572,0.429,Muy Alta,CIREN,Costeras Ligua-Aconcagua
Sin información,Panquehue,87.5,0.75,0.363,0.065,0.553,0.907,0.472,0.354,Alta,FAO,Rio Aconcagua
Sin información,San Esteban,81.2,0.624,0.372,0.0,0.461,1.0,0.458,0.286,Baja,FAO,Rio Aconcagua
Sin información,San Esteban,81.2,0.624,0.075,0.085,0.461,0.657,0.32,0.199,Muy Baja,FAO,Rio Aconcagua
Sin información,Cabildo,87.5,0.75,0.381,0.0,1.0,0.2,0.395,0.296,Moderada,CIREN,Rio Ligua
Sin información,Cabildo,87.5,0.75,0.356,0.0,0.553,0.507,0.354,0.265,Baja,FAO,Rio Ligua
Sin información,Papudo,93.8,0.876,0.448,0.0,0.442,0.725,0.404,0.354,Alta,CIREN,Rio Ligua
Sin información,La Ligua,87.5,0.75,0.411,0.097,1.0,0.999,0.627,0.47,Muy Alta,CIREN,Rio Petorca
Sin información,Cabildo,87.5,0.75,0.571,0.022,0.461,0.923,0.494,0.371,Alta,FAO,Rio Ligua
Sin información,Cabildo,87.5,0.75,0.197,0.0,0.461,0.965,0.406,0.304,Moderada,FAO,Rio Ligua
Sin información,Petorca,84.4,0.688,0.275,0.017,0.544,0.801,0.409,0.282,Baja,CIREN,Rio Petorca
Sin información,Petorca,84.4,0.688,0.628,0.0,1.0,0.879,0.627,0.431,Muy Alta,CIREN,Rio Petorca
Sin información,Petorca,87.5,0.75,0.306,0.0,0.461,0.889,0.414,0.31,Moderada,FAO,Rio Petorca
Sin información,Petorca,87.5,0.75,0.272,0.0,0.461,0.905,0.41,0.307,Moderada,FAO,Rio Petorca
Sin información,Petorca,90.6,0.812,0.407,0.0,0.461,0.221,0.272,0.221,Muy Baja,FAO,Rio Petorca
Sin información,Petorca,90.6,0.812,0.76,0.02,0.461,0.992,0.558,0.453,Muy Alta,FAO,Rio Petorca
Sin información,Petorca,90.6,0.812,0.469,0.0,0.461,0.994,0.481,0.391,Alta,FAO,Rio Petorca
Sin información,Petorca,90.6,0.812,0.062,0.365,0.461,0.871,0.44,0.357,Alta,FAO,Rio Petorca
Estero Mala Cara,Quintero,87.5,0.75,1.0,1.0,1.0,1.0,1.0,0.75,Muy Alta,CIREN,Costeras Ligua-Aconcagua
"Esteros Vina del Mar, Quilpue y trib",Villa Alemana,93.8,0.876,0.364,0.021,0.229,1.0,0.403,0.353,Alta,CIREN,Rio Aconcagua
"Esteros Vina del Mar, Quilpue y trib",Quilpué,90.6,0.812,0.344,0.0,0.717,1.0,0.515,0.418,Muy Alta,FAO,Costeras entre Aconcagua y Maipo
"Esteros Vina del Mar, Quilpue y trib",Quilpué,93.8,0.876,0.4,0.0,0.55,1.0,0.488,0.427,Muy Alta,CIREN,Costeras entre Aconcagua y Maipo
"Esteros Vina del Mar, Quilpue y trib",Quilpué,93.8,0.876,0.429,0.507,0.55,1.0,0.621,0.544,Muy Alta,CIREN,Costeras entre Aconcagua y Maipo
"Esteros Vina del Mar, Quilpue y trib",Quilpué,93.8,0.876,0.632,0.646,0.717,1.0,0.749,0.656,Muy Alta,FAO,Costeras entre Aconcagua y Maipo
"Esteros Vina del Mar, Quilpue y trib",Viña del Mar,93.8,0.876,1.0,0.0,0.717,1.0,0.679,0.595,Muy Alta,FAO,Costeras entre Aconcagua y Maipo
"Esteros Vina del Mar, Quilpue y trib",Viña del Mar,93.8,0.876,1.0,0.393,0.55,1.0,0.736,0.645,Muy Alta,CIREN,Costeras entre Aconcagua y Maipo
"Esteros Vina del Mar, Quilpue y trib",Viña del Mar,90.6,0.812,0.343,0.288,0.55,1.0,0.545,0.443,Muy Alta,CIREN,Costeras entre Aconcagua y Maipo
"Esteros Vina del Mar, Quilpue y trib",Villa Alemana,93.8,0.876,0.626,0.005,0.0,1.0,0.408,0.357,Alta,FAO,Costeras entre Aconcagua y Maipo
Embalse sector Quebrada Los Coiles,San Antonio,81.2,0.624,1.0,0.639,0.229,0.999,0.717,0.447,Muy Alta,CIREN,Rio Maipo
Rio Rapel (sector el rincon),Santo Domingo,65.6,0.312,0.151,,0.717,1.0,0.623,0.194,Muy Baja,FAO,Rio Rapel
Sin información,Santo Domingo,65.6,0.312,0.127,,0.717,0.853,0.566,0.176,Muy Baja,FAO,Rio Rapel
Sin información,Santo Domingo,65.6,0.312,0.053,,0.717,0.635,0.468,0.146,Muy Baja,FAO,Rio Rapel
Sin información,Santo Domingo,65.6,0.312,0.256,0.0,0.483,1.0,0.435,0.136,Muy Baja,CIREN,Costeras entre  Maipo y Rapel
Sin información,Santo Domingo,65.6,0.312,0.356,0.094,0.717,1.0,0.542,0.169,Muy Baja,FAO,Costeras entre  Maipo y Rapel
Sin información,Santo Domingo,81.2,0.624,1.0,0.075,0.553,1.0,0.657,0.41,Muy Alta,FAO,Costeras entre  Maipo y Rapel
Sin información,Santo Domingo,75.0,0.5,0.262,0.0,0.55,1.0,0.453,0.226,Muy Baja,CIREN,Costeras entre  Maipo y Rapel
Sin información,Santo Domingo,75.0,0.5,0.109,,0.717,1.0,0.609,0.304,Moderada,FAO,Costeras entre  Maipo y Rapel
Sin información,Santo Domingo,75.0,0.5,0.0,,0.717,1.0,0.572,0.286,Baja,FAO,Costeras entre  Maipo y Rapel
Sin información,Santo Domingo,75.0,0.5,0.081,,0.717,0.97,0.589,0.295,Moderada,FAO,Costeras entre  Maipo y Rapel
Sin información,Santo Domingo,75.0,0.5,0.0,1.0,0.717,1.0,0.679,0.34,Alta,FAO,Costeras entre  Maipo y Rapel
Sin información,San Antonio,81.2,0.624,0.081,,0.553,1.0,0.545,0.34,Alta,FAO,Rio Maipo
Sin información,San Antonio,81.2,0.624,0.0,,0.553,0.964,0.506,0.316,Moderada,FAO,Rio Maipo
Sin información,San Antonio,81.2,0.624,0.328,0.0,0.553,1.0,0.47,0.293,Moderada,FAO,Rio Maipo
Sin información,San Antonio,81.2,0.624,0.468,0.014,0.553,1.0,0.509,0.317,Moderada,FAO,Rio Maipo
Sin información,San Antonio,81.2,0.624,0.255,0.0,0.553,0.974,0.446,0.278,Baja,FAO,Rio Maipo
Sin información,San Antonio,81.2,0.624,0.592,0.213,0.553,0.964,0.58,0.362,Alta,FAO,Rio Maipo
Sin información,Santo Domingo,75.0,0.5,0.36,0.132,0.0,1.0,0.373,0.186,Muy Baja,CIREN,Costeras entre  Maipo y Rapel
Sin información,Santo Domingo,75.0,0.5,0.272,0.0,0.6,1.0,0.468,0.234,Baja,CIREN,Costeras entre  Maipo y Rapel
Sin información,Santo Domingo,75.0,0.5,0.233,0.0,0.0,1.0,0.308,0.154,Muy Baja,CIREN,Costeras entre  Maipo y Rapel
Sin información,San Antonio,81.2,0.624,0.384,0.178,0.379,0.668,0.402,0.251,Baja,CIREN,Rio Maipo
Sin información,Cartagena,81.2,0.624,1.0,0.093,0.467,1.0,0.64,0.399,Muy Alta,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Casablanca,87.5,0.75,0.322,0.147,0.268,1.0,0.434,0.326,Moderada,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Casablanca,87.5,0.75,0.315,0.0,0.279,1.0,0.398,0.299,Moderada,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Quilpué,93.8,0.876,0.0,,0.717,1.0,0.572,0.501,Muy Alta,FAO,Rio Maipo
Sin información,Quilpué,90.6,0.812,0.982,0.0,0.55,1.0,0.633,0.514,Muy Alta,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Valparaíso,93.8,0.876,0.737,0.298,0.717,1.0,0.688,0.603,Muy Alta,FAO,Costeras entre Aconcagua y Maipo
Sin información,Quilpué,93.8,0.876,0.185,0.341,0.0,1.0,0.382,0.334,Alta,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Limache,93.8,0.876,0.593,0.255,0.55,0.98,0.594,0.521,Muy Alta,CIREN,Rio Aconcagua
Sin información,Quillota,93.8,0.876,0.339,0.0,0.467,1.0,0.452,0.396,Alta,CIREN,Rio Aconcagua
Sin información,Quillota,93.8,0.876,0.39,0.35,0.446,0.651,0.459,0.402,Muy Alta,CIREN,Rio Aconcagua
Sin información,Limache,93.8,0.876,1.0,0.004,0.0,1.0,0.501,0.439,Muy Alta,CIREN,Rio Aconcagua
Sin información,Limache,93.8,0.876,0.252,0.0,0.0,1.0,0.313,0.274,Baja,CIREN,Rio Aconcagua
Sin información,Concón,93.8,0.876,0.598,0.212,0.0,0.997,0.452,0.396,Alta,CIREN,Rio Aconcagua
Sin información,Concón,93.8,0.876,0.515,0.448,0.55,1.0,0.628,0.55,Muy Alta,CIREN,Rio Aconcagua
Sin información,Concón,93.8,0.876,0.28,0.0,0.0,1.0,0.32,0.28,Baja,CIREN,Rio Aconcagua
Sin información,Concón,93.8,0.876,0.449,0.0,0.0,1.0,0.362,0.317,Moderada,CIREN,Rio Aconcagua
Sin información,Concón,93.8,0.876,0.544,0.705,0.0,0.986,0.559,0.489,Muy Alta,CIREN,Rio Aconcagua
Sin información,Quillota,93.8,0.876,0.373,0.071,0.0,0.93,0.344,0.301,Moderada,CIREN,Rio Aconcagua
Sin información,Llaillay,87.5,0.75,0.281,0.0,0.525,0.997,0.451,0.338,Alta,CIREN,Rio Aconcagua
Sin información,Quillota,93.8,0.876,0.357,0.044,0.567,1.0,0.492,0.431,Muy Alta,CIREN,Rio Aconcagua
Sin información,Quillota,93.8,0.876,0.774,0.0,0.553,0.894,0.555,0.486,Muy Alta,FAO,Rio Aconcagua
Sin información,Panquehue,87.5,0.75,0.364,0.084,0.683,1.0,0.533,0.4,Muy Alta,CIREN,Rio Aconcagua
Estero Pucalan,Nogales,90.6,0.812,1.0,0.154,0.42,1.0,0.644,0.523,Muy Alta,CIREN,Rio Aconcagua
Sin información,Nogales,90.6,0.812,0.827,0.01,0.2,0.917,0.488,0.397,Alta,CIREN,Rio Aconcagua
Sin información,Cabildo,87.5,0.75,0.391,0.0,0.717,1.0,0.527,0.395,Alta,FAO,Rio Ligua
Sin información,Cabildo,87.5,0.75,0.064,1.0,0.553,0.872,0.622,0.467,Muy Alta,FAO,Rio Petorca
Sin información,Los Andes,84.4,0.688,0.322,0.0,0.461,1.0,0.446,0.307,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,84.4,0.688,0.317,0.0,0.461,0.956,0.434,0.298,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,84.4,0.688,0.313,0.008,0.461,1.0,0.446,0.307,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.385,0.0,0.461,1.0,0.462,0.231,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,1.0,0.0,0.461,1.0,0.615,0.308,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.351,0.0,0.461,1.0,0.453,0.283,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.257,0.0,0.461,1.0,0.43,0.241,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.184,0.0,0.461,0.967,0.403,0.226,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.013,0.569,0.461,0.982,0.506,0.285,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.148,0.0,0.461,0.964,0.393,0.221,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.058,0.223,0.461,0.949,0.423,0.264,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.125,0.0,0.461,0.884,0.368,0.229,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.3,0.174,0.461,0.976,0.478,0.298,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.252,0.0,0.461,1.0,0.428,0.267,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.07,0.0,0.461,1.0,0.383,0.215,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,62.5,0.25,0.07,0.392,0.461,0.842,0.441,0.11,Muy Baja,FAO,Rio Aconcagua
Sin información,San Esteban,62.5,0.25,0.262,0.0,0.461,0.623,0.336,0.084,Muy Baja,FAO,Rio Aconcagua
Sin información,San Esteban,65.6,0.312,0.398,0.122,0.461,0.641,0.406,0.127,Muy Baja,FAO,Rio Aconcagua
Sin información,Putaendo,87.5,0.75,0.27,0.0,0.461,0.954,0.421,0.316,Moderada,FAO,Rio Aconcagua
Rio Petorca- Rio La Ligua,Cabildo,87.5,0.75,1.0,0.0,0.461,1.0,0.615,0.461,Muy Alta,FAO,Rio Ligua
Rio Petorca- Rio La Ligua,Cabildo,84.4,0.688,1.0,0.0,0.553,1.0,0.638,0.439,Muy Alta,FAO,Rio Ligua
Rio Petorca- Rio La Ligua,La Ligua,87.5,0.75,1.0,0.0,0.553,1.0,0.638,0.479,Muy Alta,FAO,Rio Ligua
Rio Petorca- Rio La Ligua,Cabildo,87.5,0.75,0.869,0.0,0.553,0.973,0.599,0.449,Muy Alta,FAO,Rio Ligua
Rio Petorca- Rio La Ligua,La Ligua,87.5,0.75,0.492,0.0,0.553,1.0,0.511,0.383,Alta,FAO,Rio Ligua
Rio Petorca- Rio La Ligua,La Ligua,93.8,0.876,1.0,0.455,0.621,1.0,0.769,0.674,Muy Alta,CIREN,Rio Ligua
Rio Petorca- Rio La Ligua,La Ligua,93.8,0.876,0.619,0.0,0.558,1.0,0.544,0.477,Muy Alta,CIREN,Rio Ligua
Rio Petorca- Rio La Ligua,Papudo,87.5,0.75,1.0,0.186,0.281,1.0,0.617,0.463,Muy Alta,CIREN,Rio Ligua
Rio Petorca- Rio La Ligua,Cabildo,87.5,0.75,0.335,0.025,0.0,0.988,0.337,0.253,Baja,CIREN,Rio Ligua
Rio Petorca- Rio La Ligua,Petorca,90.6,0.812,0.609,0.0,0.461,1.0,0.518,0.42,Muy Alta,FAO,Rio Petorca
Rio Petorca- Rio La Ligua,Petorca,87.5,0.75,0.437,0.0,0.717,1.0,0.538,0.404,Muy Alta,FAO,Rio Petorca
Rio Petorca- Rio La Ligua,Petorca,84.4,0.688,0.505,0.0,0.461,1.0,0.492,0.338,Alta,FAO,Rio Petorca
Rio Petorca- Rio La Ligua,La Ligua,87.5,0.75,0.399,0.029,0.553,0.962,0.486,0.364,Alta,FAO,Rio Petorca
Rio Petorca- Rio La Ligua,Cabildo,87.5,0.75,0.502,0.0,0.553,0.991,0.512,0.384,Alta,FAO,Rio Petorca
Rio Petorca- Rio La Ligua,Petorca,87.5,0.75,1.0,0.093,0.717,1.0,0.702,0.527,Muy Alta,FAO,Rio Petorca
Rio Petorca- Rio La Ligua,Petorca,87.5,0.75,0.906,0.0,0.717,1.0,0.656,0.492,Muy Alta,FAO,Rio Petorca
Sist. Rio Aconcagua y trib,Putaendo,87.5,0.75,0.497,0.0,0.461,1.0,0.49,0.367,Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Putaendo,87.5,0.75,1.0,0.0,0.461,1.0,0.615,0.461,Muy Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Esteban,87.5,0.75,1.0,0.0,0.461,1.0,0.615,0.461,Muy Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Felipe,87.5,0.75,0.3,0.0,0.0,0.995,0.324,0.243,Baja,CIREN,Rio Aconcagua
Sist. Rio Aconcagua y trib,Putaendo,87.5,0.75,0.448,0.113,0.717,1.0,0.57,0.427,Muy Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Felipe,87.5,0.75,0.334,0.053,0.553,1.0,0.485,0.364,Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Putaendo,87.5,0.75,1.0,0.038,0.717,1.0,0.689,0.517,Muy Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Putaendo,87.5,0.75,0.239,0.0,0.717,0.957,0.478,0.359,Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Putaendo,87.5,0.75,0.462,0.0,0.384,0.997,0.461,0.346,Alta,CIREN,Rio Aconcagua
Sist. Rio Aconcagua y trib,Putaendo,87.5,0.75,0.678,0.0,0.717,0.997,0.598,0.448,Muy Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Putaendo,87.5,0.75,0.279,0.119,0.384,1.0,0.446,0.334,Alta,CIREN,Rio Aconcagua
Sist. Rio Aconcagua y trib,Putaendo,87.5,0.75,0.306,0.0,0.525,0.988,0.455,0.341,Alta,CIREN,Rio Aconcagua
Sist. Rio Aconcagua y trib,Putaendo,87.5,0.75,0.207,0.0,0.717,0.98,0.476,0.357,Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Putaendo,87.5,0.75,1.0,0.0,0.717,0.963,0.67,0.503,Muy Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Putaendo,87.5,0.75,0.35,0.025,0.717,0.999,0.523,0.392,Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Putaendo,87.5,0.75,0.353,0.006,0.717,0.994,0.518,0.388,Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Putaendo,87.5,0.75,0.377,0.0,0.717,1.0,0.524,0.393,Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Putaendo,87.5,0.75,0.555,0.0,0.717,1.0,0.568,0.426,Muy Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Felipe,87.5,0.75,0.406,0.0,0.553,1.0,0.49,0.367,Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Putaendo,87.5,0.75,0.449,0.017,0.553,1.0,0.505,0.379,Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Esteban,84.4,0.688,1.0,0.0,0.461,1.0,0.615,0.423,Muy Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Esteban,68.8,0.376,1.0,0.0,0.544,1.0,0.636,0.239,Baja,CIREN,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Felipe,87.5,0.75,0.325,0.025,1.0,1.0,0.588,0.441,Muy Alta,CIREN,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Felipe,87.5,0.75,0.443,0.004,0.553,1.0,0.5,0.375,Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Panquehue,87.5,0.75,0.541,0.0,0.553,1.0,0.524,0.393,Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Santa María,81.2,0.624,0.518,0.0,0.553,1.0,0.518,0.323,Moderada,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Esteban,81.2,0.624,1.0,0.0,0.461,1.0,0.615,0.384,Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Calera,90.6,0.812,0.724,0.0,0.483,1.0,0.552,0.448,Muy Alta,CIREN,Rio Aconcagua
Sist. Rio Aconcagua y trib,Calera,90.6,0.812,0.559,0.053,0.553,0.958,0.531,0.431,Muy Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Nogales,90.6,0.812,0.535,0.014,0.717,0.996,0.566,0.459,Muy Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Nogales,90.6,0.812,0.693,0.051,0.553,1.0,0.574,0.466,Muy Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Nogales,90.6,0.812,0.674,0.0,0.483,1.0,0.539,0.438,Muy Alta,CIREN,Rio Aconcagua
Sist. Rio Aconcagua y trib,Nogales,90.6,0.812,0.466,0.0,0.208,1.0,0.418,0.34,Alta,CIREN,Rio Aconcagua
Sist. Rio Aconcagua y trib,Catemu,87.5,0.75,0.444,0.0,0.467,1.0,0.478,0.358,Alta,CIREN,Rio Aconcagua
Sist. Rio Aconcagua y trib,Hijuelas,87.5,0.75,0.473,0.0,0.553,0.961,0.497,0.373,Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Felipe,87.5,0.75,1.0,0.0,0.553,1.0,0.638,0.479,Muy Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Catemu,87.5,0.75,0.393,0.046,0.553,0.933,0.481,0.361,Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Catemu,87.5,0.75,1.0,0.0,0.553,1.0,0.638,0.479,Muy Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Catemu,87.5,0.75,0.189,0.0,0.553,1.0,0.436,0.327,Moderada,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Catemu,87.5,0.75,1.0,0.0,0.553,1.0,0.638,0.479,Muy Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Catemu,87.5,0.75,0.428,0.023,0.553,1.0,0.501,0.376,Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Llaillay,87.5,0.75,0.9,0.015,0.553,0.931,0.6,0.45,Muy Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Panquehue,87.5,0.75,0.456,0.03,0.553,1.0,0.51,0.382,Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Panquehue,87.5,0.75,0.283,0.269,0.0,0.849,0.35,0.263,Baja,CIREN,Rio Aconcagua
Sist. Rio Aconcagua y trib,Panquehue,87.5,0.75,0.388,0.1,0.0,0.868,0.339,0.254,Baja,CIREN,Rio Aconcagua
Sist. Rio Aconcagua y trib,Los Andes,87.5,0.75,1.0,0.0,0.461,1.0,0.615,0.461,Muy Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Los Andes,87.5,0.75,1.0,0.0,0.461,1.0,0.615,0.461,Muy Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Los Andes,78.1,0.562,1.0,0.0,0.461,1.0,0.615,0.346,Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Los Andes,78.1,0.562,0.391,1.0,0.461,1.0,0.713,0.401,Muy Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Calera,93.8,0.876,0.673,0.04,0.208,1.0,0.48,0.421,Muy Alta,CIREN,Rio Aconcagua
Sist. Rio Aconcagua y trib,Hijuelas,93.8,0.876,0.316,0.06,0.553,0.963,0.473,0.414,Muy Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Hijuelas,93.8,0.876,0.767,0.0,0.553,0.937,0.564,0.494,Muy Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Hijuelas,87.5,0.75,0.392,0.0,0.553,0.95,0.474,0.355,Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Nogales,90.6,0.812,0.235,0.0,0.553,1.0,0.447,0.363,Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Llaillay,87.5,0.75,0.454,0.067,0.553,0.958,0.508,0.381,Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Llaillay,87.5,0.75,0.409,0.0,0.483,1.0,0.473,0.355,Alta,CIREN,Rio Aconcagua
Sist. Rio Aconcagua y trib,Llaillay,87.5,0.75,0.353,0.007,0.553,0.97,0.471,0.353,Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Hijuelas,87.5,0.75,0.368,0.173,0.553,0.938,0.508,0.381,Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Esteban,65.6,0.312,1.0,0.207,0.461,1.0,0.667,0.208,Muy Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Los Andes,81.2,0.624,0.322,0.0,0.0,0.97,0.323,0.202,Muy Baja,CIREN,Rio Aconcagua
Sist. Rio Aconcagua y trib,Los Andes,75.0,0.5,0.355,0.066,0.553,1.0,0.494,0.247,Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Los Andes,75.0,0.5,0.447,0.0,0.553,1.0,0.5,0.25,Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Los Andes,75.0,0.5,0.399,0.0,0.544,1.0,0.486,0.243,Baja,CIREN,Rio Aconcagua
Sist. Rio Aconcagua y trib,Los Andes,75.0,0.5,1.0,0.083,0.461,1.0,0.636,0.318,Moderada,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Los Andes,75.0,0.5,0.264,0.0,0.461,1.0,0.431,0.216,Muy Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Los Andes,62.5,0.25,0.208,0.0,0.461,1.0,0.417,0.104,Muy Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Los Andes,62.5,0.25,0.245,0.0,0.461,1.0,0.426,0.107,Muy Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Los Andes,62.5,0.25,0.238,0.0,0.461,1.0,0.425,0.106,Muy Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Los Andes,62.5,0.25,1.0,0.026,0.461,1.0,0.622,0.155,Muy Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Los Andes,75.0,0.5,1.0,0.068,0.461,1.0,0.632,0.316,Moderada,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Los Andes,62.5,0.25,1.0,0.29,0.461,1.0,0.688,0.172,Muy Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Los Andes,62.5,0.25,1.0,0.095,0.461,1.0,0.639,0.16,Muy Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Los Andes,62.5,0.25,1.0,0.181,0.461,1.0,0.661,0.165,Muy Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Los Andes,62.5,0.25,1.0,0.0,0.461,1.0,0.615,0.154,Muy Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Los Andes,62.5,0.25,1.0,0.393,0.461,1.0,0.714,0.178,Muy Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Los Andes,62.5,0.25,0.441,0.571,0.461,1.0,0.618,0.155,Muy Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Los Andes,62.5,0.25,1.0,0.0,0.461,1.0,0.615,0.154,Muy Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Esteban,75.0,0.5,1.0,0.0,0.4,1.0,0.6,0.3,Moderada,CIREN,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Esteban,75.0,0.5,0.276,0.0,0.384,1.0,0.415,0.208,Muy Baja,CIREN,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Esteban,75.0,0.5,1.0,0.308,0.553,1.0,0.715,0.358,Alta,FAO,Rio Aconcagua
