nom_humed,comuna,concavidad,depresion_m,acc_topo
Sist. Rio Aconcagua y trib,Los Andes,-0.0219,3.43,0.509
Sist. Rio Aconcagua y trib,Los Andes,-0.0101,0.0,0.0
Sist. Rio Aconcagua y trib,Los Andes,-0.0043,0.0,0.0
Sist. Rio Aconcagua y trib,Los Andes,-0.0158,0.0,0.0
Sist. Rio Aconcagua y trib,Los Andes,-0.0072,0.0,0.0
Sist. Rio Aconcagua y trib,Los Andes,-0.0058,0.0,0.0
Sist. Rio Aconcagua y trib,Los Andes,-0.0044,0.0,0.0
Sist. Rio Aconcagua y trib,Los Andes,-0.0124,0.0,0.0
Sist. Rio Aconcagua y trib,San Esteban,-0.0118,0.0,0.0
Sist. Rio Aconcagua y trib,San Esteban,-0.0089,0.0,0.0
Sist. Rio Aconcagua y trib,San Esteban,-0.0098,0.0,0.0
Sist. Rio Aconcagua y trib,San Esteban,-0.0073,0.0,0.0
Sist. Rio Aconcagua y trib,San Esteban,-0.0076,0.0,0.0
Sist. Rio Aconcagua y trib,San Esteban,-0.0076,0.0,0.0
Sist. Rio Aconcagua y trib,Los Andes,-0.0078,0.0,0.0
Sist. Rio Aconcagua y trib,Los Andes,-0.0192,0.0,0.0
Sist. Rio Aconcagua y trib,Quintero,-0.0024,2.04,0.302
Sist. Rio Aconcagua y trib,Quintero,-0.0042,2.44,0.362
Sist. Rio Aconcagua y trib,Quintero,0.0028,0.0,0.207
Sist. Rio Aconcagua y trib,Quintero,-0.0013,2.15,0.319
Sist. Rio Aconcagua y trib,Quintero,-0.0052,0.0,0.0
Sist. Rio Aconcagua y trib,Concón,0.0036,0.0,0.263
Estero Pelumpen y Granizo,Olmué,-0.0004,0.0,0.0
Estero Pelumpen y Granizo,Olmué,-0.0021,1.14,0.169
Estero Pelumpen y Granizo,Limache,-0.002,1.78,0.264
Estero Pelumpen y Granizo,Limache,-0.0029,0.0,0.0
Estero Pelumpen y Granizo,Limache,-0.0007,0.0,0.0
Estero Pelumpen y Granizo,Limache,-0.0007,0.0,0.0
Estero Pelumpen y Granizo,Limache,0.0005,0.0,0.039
Sist. Rio Maipo y Estero El Sauce,San Antonio,0.0013,0.0,0.096
Sist. Rio Maipo y Estero El Sauce,San Antonio,0.0006,0.0,0.049
Sist. Rio Maipo y Estero El Sauce,San Antonio,0.0019,0.0,0.143
Sist. Rio Maipo y Estero El Sauce,San Antonio,-0.0022,0.0,0.0
Sist. Rio Maipo y Estero El Sauce,Santo Domingo,-0.001,0.38,0.056
Sist. Rio Maipo y Estero El Sauce,Santo Domingo,0.0006,0.0,0.047
Sist. Rio Maipo y Estero El Sauce,Santo Domingo,-0.0001,0.0,0.0
Sist. Rio Maipo y Estero El Sauce,Santo Domingo,0.0011,0.0,0.083
Sist. Rio Maipo y Estero El Sauce,Santo Domingo,0.0006,0.2,0.052
Sist. Rio Maipo y Estero El Sauce,Santo Domingo,0.0006,0.0,0.052
Sist. Rio Maipo y Estero El Sauce,Santo Domingo,0.0004,2.15,0.318
Sist. Rio Maipo y Estero El Sauce,San Antonio,-0.0116,0.0,0.0
Estero Casablanca,Casablanca,-0.0203,0.0,0.0
Estero Casablanca,Casablanca,-0.013,0.0,0.0
Estero Casablanca,Casablanca,-0.0119,0.0,0.0
Estero Casablanca,Casablanca,-0.0155,0.0,0.0
Estero Casablanca,Casablanca,-0.0065,0.0,0.0
Estero Casablanca,Casablanca,-0.0112,0.0,0.0
Estero Casablanca,Casablanca,-0.0038,0.0,0.0
Estero Casablanca,Casablanca,-0.0146,0.0,0.0
Estero Casablanca,Casablanca,-0.0036,0.76,0.113
Estero Casablanca,Casablanca,-0.0023,0.0,0.0
Estero Casablanca,Casablanca,-0.0062,0.0,0.0
Estero Casablanca,Casablanca,-0.0058,0.12,0.018
Estero Casablanca,Casablanca,-0.0017,0.64,0.094
Estero Casablanca,Casablanca,-0.0112,0.0,0.0
Estero Casablanca,Casablanca,-0.0113,0.0,0.0
Estero Casablanca,Casablanca,-0.0073,2.16,0.321
Estero Casablanca,Casablanca,-0.0016,0.12,0.018
Estero Casablanca,Casablanca,-0.0028,0.0,0.0
Estero Casablanca,Casablanca,-0.0001,0.0,0.002
Estero Casablanca,Casablanca,-0.0116,0.52,0.077
Estero Casablanca,Casablanca,-0.008,1.56,0.231
Estero Casablanca,Casablanca,-0.0172,0.0,0.0
Estero Casablanca,Casablanca,-0.0046,2.11,0.313
Estero Casablanca,Casablanca,-0.0104,0.0,0.0
Estero Casablanca,Casablanca,-0.0168,0.0,0.0
Estero Casablanca,Casablanca,-0.0037,0.39,0.058
Estero Casablanca,Casablanca,-0.0019,0.56,0.082
Estero Casablanca,Casablanca,-0.0021,0.55,0.082
Estero Casablanca,Algarrobo,-0.0188,0.37,0.054
Estero Casablanca,Algarrobo,-0.0112,0.0,0.0
Estero Casablanca,Algarrobo,-0.0156,0.37,0.055
Estero Casablanca,Algarrobo,-0.0234,0.08,0.012
Estero Casablanca,Algarrobo,-0.0026,0.57,0.085
Estero Casablanca,Algarrobo,-0.0037,0.0,0.0
Estero Casablanca,Algarrobo,-0.0084,0.0,0.0
Estero Casablanca,Algarrobo,-0.0004,0.0,0.0
Estero Casablanca,Algarrobo,-0.0077,0.0,0.0
Estero Casablanca,Algarrobo,-0.0047,0.0,0.0
Estero Casablanca,Algarrobo,-0.0024,1.5,0.223
Estero Casablanca,Algarrobo,-0.0064,0.0,0.0
Estero Casablanca,Algarrobo,-0.0098,0.0,0.0
Estero Casablanca,Algarrobo,-0.0058,1.97,0.292
Estero Casablanca,Algarrobo,-0.0018,2.52,0.374
Estero Casablanca,Algarrobo,-0.0106,0.0,0.0
Estero Casablanca,Algarrobo,-0.0163,0.0,0.0
Estero Casablanca,Algarrobo,-0.0039,0.0,0.0
Estero Casablanca,Algarrobo,-0.0023,0.31,0.046
Estero Casablanca,Algarrobo,-0.0017,0.0,0.0
Rio Rapel (sector el rincon),Santo Domingo,,,
"Sist. Rios Maipo- Mapocho, esteros Colina- Angostura- Puangue y Trib.",San Antonio,0.0013,0.0,0.095
Sin información,Papudo,-0.0013,0.0,0.0
Sin información,Papudo,0.0005,0.0,0.044
Rio Petorca- Rio La Ligua,Papudo,-0.0015,0.0,0.0
Esteros Catapilco - La Canela,Puchuncaví,-0.0017,2.09,0.31
Esteros Catapilco - La Canela,Puchuncaví,-0.0032,0.0,0.0
Esteros Catapilco - La Canela,Puchuncaví,-0.001,0.09,0.013
Esteros Catapilco - La Canela,Puchuncaví,-0.0062,0.0,0.0
Esteros Catapilco - La Canela,Puchuncaví,-0.0121,0.47,0.07
Esteros Catapilco - La Canela,Puchuncaví,-0.011,0.0,0.0
Esteros Catapilco - La Canela,Puchuncaví,-0.0153,0.33,0.049
Esteros Catapilco - La Canela,Puchuncaví,-0.0096,0.77,0.115
Esteros Catapilco - La Canela,Puchuncaví,-0.0123,0.0,0.0
Esteros Catapilco - La Canela,Puchuncaví,-0.0105,0.0,0.0
Esteros Catapilco - La Canela,Puchuncaví,-0.013,0.96,0.142
Esteros Catapilco - La Canela,Puchuncaví,-0.0038,0.0,0.0
Esteros Catapilco - La Canela,Puchuncaví,-0.0102,1.82,0.27
Esteros Catapilco - La Canela,Puchuncaví,-0.0074,0.24,0.036
Esteros Catapilco - La Canela,Puchuncaví,-0.0031,0.0,0.0
Esteros Catapilco - La Canela,Puchuncaví,-0.0038,0.0,0.0
Esteros Catapilco - La Canela,Puchuncaví,-0.0064,0.25,0.037
Esteros Catapilco - La Canela,Puchuncaví,-0.0049,1.04,0.154
Esteros Catapilco - La Canela,Puchuncaví,-0.0024,0.0,0.0
Esteros Catapilco - La Canela,Puchuncaví,-0.0101,0.0,0.0
Esteros Catapilco - La Canela,Puchuncaví,-0.0025,0.31,0.047
Esteros Catapilco - La Canela,Puchuncaví,-0.0041,0.0,0.0
Esteros Catapilco - La Canela,Puchuncaví,-0.0061,0.0,0.0
Esteros Catapilco - La Canela,Zapallar,-0.0027,0.0,0.0
Esteros Catapilco - La Canela,Zapallar,-0.002,5.33,0.791
Esteros Catapilco - La Canela,Zapallar,-0.0017,0.61,0.09
Esteros Catapilco - La Canela,Zapallar,-0.0011,0.0,0.0
Esteros Catapilco - La Canela,Zapallar,-0.0087,1.24,0.183
Esteros Catapilco - La Canela,Zapallar,-0.0127,0.01,0.001
Esteros Catapilco - La Canela,Zapallar,-0.0048,0.0,0.0
Esteros Catapilco - La Canela,Zapallar,-0.0074,0.0,0.0
Esteros Catapilco - La Canela,Zapallar,0.0087,0.0,0.628
Esteros Catapilco - La Canela,Zapallar,-0.0114,0.0,0.0
Esteros Catapilco - La Canela,Zapallar,-0.0136,2.89,0.429
Esteros Catapilco - La Canela,Zapallar,-0.0113,0.0,0.0
Esteros Catapilco - La Canela,Zapallar,-0.0097,0.0,0.0
Esteros Catapilco - La Canela,Zapallar,-0.0142,0.0,0.0
Esteros Catapilco - La Canela,Zapallar,-0.0099,0.0,0.0
Esteros Catapilco - La Canela,Zapallar,-0.009,0.0,0.0
Esteros Catapilco - La Canela,Zapallar,-0.0076,0.0,0.0
Esteros Catapilco - La Canela,Zapallar,-0.009,0.66,0.098
Esteros Catapilco - La Canela,Zapallar,-0.0036,0.0,0.0
Esteros Catapilco - La Canela,Zapallar,-0.0089,0.0,0.0
Esteros Catapilco - La Canela,Zapallar,-0.0066,0.0,0.0
Esteros Catapilco - La Canela,Zapallar,-0.0124,0.42,0.063
Esteros Catapilco - La Canela,Zapallar,-0.0077,0.0,0.0
Esteros Catapilco - La Canela,Zapallar,-0.0072,0.96,0.143
Esteros Catapilco - La Canela,Zapallar,-0.0076,0.0,0.0
Esteros Catapilco - La Canela,Zapallar,-0.0067,1.63,0.241
Esteros Catapilco - La Canela,Zapallar,-0.0088,0.0,0.0
Esteros Catapilco - La Canela,Zapallar,-0.005,0.0,0.0
Esteros Catapilco - La Canela,Zapallar,-0.004,0.0,0.0
Esteros Catapilco - La Canela,Zapallar,-0.0037,0.88,0.13
Esteros Catapilco - La Canela,Zapallar,-0.0023,0.0,0.0
Esteros Catapilco - La Canela,Zapallar,-0.004,0.0,0.0
Esteros Catapilco - La Canela,Zapallar,-0.0025,0.0,0.0
Esteros Catapilco - La Canela,Zapallar,-0.0034,0.0,0.0
Esteros Catapilco - La Canela,Zapallar,-0.0042,0.0,0.0
Estero Mantagua,Quintero,-0.0061,0.0,0.0
Estero Mala Cara,Puchuncaví,-0.0009,0.0,0.0
Estero Mala Cara,Puchuncaví,0.001,0.0,0.077
Estero Mala Cara,Puchuncaví,0.0001,0.0,0.013
Estero Mala Cara,Puchuncaví,-0.0007,0.0,0.0
Estero Mala Cara,Puchuncaví,-0.0033,0.0,0.0
Estero Mala Cara,Puchuncaví,-0.0049,0.0,0.0
Estero Mala Cara,Puchuncaví,-0.0041,0.0,0.0
Estero Mala Cara,Puchuncaví,-0.0097,0.0,0.0
Estero Mala Cara,Quintero,-0.004,0.0,0.0
Sin información,Santo Domingo,0.0,0.91,0.136
Sin información,Santo Domingo,-0.0005,1.85,0.274
Sin información,Santo Domingo,-0.0004,0.7,0.103
Sin información,Santo Domingo,-0.0008,0.0,0.0
Sin información,Santo Domingo,0.0003,0.0,0.024
Sin información,Santo Domingo,-0.001,0.34,0.05
Sin información,Santo Domingo,0.0009,0.0,0.071
Sin información,Santo Domingo,-0.0012,0.83,0.123
Sin información,Santo Domingo,-0.0013,0.87,0.129
Rio Rapel (sector desembocadura),Santo Domingo,0.0107,0.0,0.764
Sist. Rio Aconcagua y trib,Quintero,-0.0002,0.0,0.0
Sist. Rio Aconcagua y trib,Quintero,0.011,0.0,0.789
Sist. Rio Aconcagua y trib,Quintero,0.0057,0.0,0.409
Sist. Rio Aconcagua y trib,Quintero,0.0009,1.55,0.23
Sist. Rio Aconcagua y trib,Concón,-0.004,17.58,1.0
Sin información,Santo Domingo,0.0003,7.82,1.0
Sin información,Santo Domingo,-0.0005,4.38,0.65
Sin información,Santo Domingo,-0.0013,0.47,0.07
Sin información,Santo Domingo,-0.0132,11.18,1.0
Sin información,Santo Domingo,0.0015,12.04,1.0
Sin información,Santo Domingo,0.0003,14.43,1.0
Sin información,Santo Domingo,-0.0049,14.68,1.0
Sin información,Santo Domingo,0.0003,0.41,0.06
Sin información,Santo Domingo,-0.0002,0.0,0.0
Sin información,Santo Domingo,-0.0103,1.59,0.235
Sin información,Santo Domingo,-0.0146,2.53,0.376
Laguna de Llolleo,San Antonio,-0.004,1.77,0.263
Sin información,Santo Domingo,0.0069,0.0,0.493
Sin información,Santo Domingo,-0.0045,0.0,0.0
Sin información,Santo Domingo,-0.0014,0.23,0.034
Sin información,Santo Domingo,-0.0011,0.0,0.0
Sin información,Santo Domingo,-0.0003,0.0,0.0
Sin información,Santo Domingo,-0.0061,0.0,0.0
Sin información,Santo Domingo,-0.0032,5.45,0.809
Sin información,Santo Domingo,-0.0012,0.0,0.0
Sin información,Santo Domingo,0.0008,0.0,0.061
Sin información,Santo Domingo,-0.0027,0.76,0.112
Sin información,Santo Domingo,0.0006,0.0,0.048
Sin información,Santo Domingo,-0.01,13.09,1.0
Sin información,Santo Domingo,-0.0027,0.0,0.0
Humedal Sector Tunquen 6,Casablanca,-0.0005,0.0,0.0
Sin información,Quilpué,-0.0041,0.6,0.089
Sin información,Limache,-0.0055,0.0,0.0
Sin información,Limache,-0.001,0.0,0.0
Sin información,Olmué,-0.0015,0.0,0.0
Sin información,Limache,-0.0023,2.31,0.343
Sist. Rio Aconcagua y trib,Limache,-0.0014,0.54,0.081
Sin información,Quintero,0.0028,0.0,0.208
Sector Estero Mala Cara 3,Quintero,-0.0013,3.11,0.461
Sector Estero Mala Cara 8,Quintero,-0.0002,5.96,0.884
Sector Estero Mala Cara 9,Quintero,0.0005,5.56,0.825
Sector Estero Mala Cara 1,Quintero,-0.0006,5.54,0.822
Sector Estero Mala Cara 7,Quintero,-0.001,0.0,0.0
Estero Mala Cara,Puchuncaví,-0.0029,1.37,0.204
Sin información,Puchuncaví,-0.0044,0.0,0.0
Sector Rungue,Puchuncaví,-0.0042,0.13,0.02
Estero Quirilluca,Puchuncaví,-0.007,0.0,0.0
Sin información,Zapallar,-0.0029,0.0,0.0
Sin información,Santa María,-0.002,0.0,0.0
Sin información,Santa María,-0.0016,0.0,0.0
Sin información,Zapallar,0.001,0.0,0.08
Sin información,Putaendo,0.0007,0.0,0.053
Sin información,Cabildo,-0.0011,0.74,0.109
Sin información,Cabildo,0.0001,0.0,0.012
Sin información,Cabildo,-0.0006,0.0,0.0
Sin información,Cabildo,-0.0001,0.0,0.0
Sin información,Cabildo,-0.0,0.0,0.003
Sin información,Cabildo,0.0002,0.0,0.023
Sin información,Petorca,-0.0026,0.0,0.0
Sin información,Petorca,0.0019,0.0,0.141
Sin información,Petorca,0.0001,0.0,0.013
Sin información,Petorca,0.0005,0.0,0.043
Sin información,Petorca,0.0,0.0,0.009
Sin información,Petorca,-0.0014,0.0,0.0
Sin información,Petorca,-0.0013,0.0,0.0
Sist. Rio Aconcagua y trib,Concón,-0.0003,0.0,0.0
